support,itemsets,len
0.01046035676385871,['22676'],1
0.010510889888321795,['22207'],1
0.008994896154429229,['22278'],1
0.010713022386174137,['22302'],1
0.011521552377583505,['20961'],1
0.011572085502046591,['20963'],1
0.012734347364697559,['21327'],1
0.012885946738086816,['84032B'],1
0.012987012987012988,['23080'],1
0.01318914548486533,['22303'],1
0.01101622113295265,['22813'],1
0.013492344231643843,['22622'],1
0.00864116428318763,['22175'],1
0.008489564909798374,['22838'],1
0.012683814240234475,['22755'],1
0.013997675476274698,['22644'],1
0.019808984789529537,['22646'],1
0.009702359896912427,['23210'],1
0.007681034918389004,['22942'],1
0.008034766789630603,['21563'],1
0.00864116428318763,['21987'],1
0.03031987467785133,['48187'],1
0.007377836171610491,['22069'],1
0.007579968669462833,['22498'],1
0.007782101167315175,['82001S'],1
0.007984233665167517,['85174'],1
0.00818636616301986,['21557'],1
0.008489564909798374,['22891'],1
0.030572540300166758,['82486'],1
0.013593410480570013,['84832'],1
0.015058871089999495,['84509A'],1
0.015513669210167265,['21239'],1
0.0227399060083885,['22663'],1
0.022790439132851583,['85049E'],1
0.022942038506240842,['22424'],1
0.02319470412855627,['22507'],1
0.023700035373187125,['22381'],1
0.024053767244428724,['22456'],1
0.02248724038607307,['23170'],1
0.024104300368891808,['21430'],1
0.024356965991207236,['22352'],1
0.02450856536459649,['21155'],1
0.027237354085603113,['21843'],1
0.02749001970791854,['22144'],1
0.033200262772247205,['20713'],1
0.03400879276365658,['21171'],1
0.024154833493354896,['85150'],1
0.021324978523422102,['22734'],1
0.02102177977664359,['22844'],1
0.020870180403254335,['20717'],1
0.015816867956945778,['84032A'],1
0.015968467330335034,['22845'],1
0.01647379857496589,['20679'],1
0.016827530446207488,['71053'],1
0.017181262317449087,['22161'],1
0.01738339481530143,['21217'],1
0.017787659811006114,['22645'],1
0.018141391682247713,['85049A'],1
0.018242457931173885,['22041'],1
0.01839405730456314,['82552'],1
0.019050987922583255,['22142'],1
0.019050987922583255,['22429'],1
0.019455252918287938,['20750'],1
0.01991005103845571,['21218'],1
0.02011218353630805,['21912'],1
0.011268886755268078,['35471D'],1
0.007226236798221234,['84031B'],1
0.007074637424831978,['22200'],1
0.019303653544898682,['22171'],1
0.013088079235939158,['23582'],1
0.014452473596442469,['22690'],1
0.018444590429026228,['48185'],1
0.02996614280660973,['48194'],1
0.03476678963060286,['22385'],1
0.007327303047147405,['22613'],1
0.011774217999898935,['23283'],1
0.01510940421446258,['23254'],1
0.03522158775077063,['20685'],1
0.008540098034261458,['23145'],1
0.010662489261711051,['22460'],1
0.012582747991308303,['22398'],1
0.028349082823790995,['22113'],1
0.010005558643690939,['21803'],1
0.018596189802415484,['23256'],1
0.011117287381878822,['22055'],1
0.010359290514932538,['48129'],1
0.055485370660467936,['23209'],1
0.018949921673657083,['84030E'],1
0.01910152104704634,['22297'],1
0.020769114154328163,['21933'],1
0.020870180403254335,['22750'],1
0.02157764414573753,['21891'],1
0.02157764414573753,['21985'],1
0.022285107888220728,['22771'],1
0.02248724038607307,['23263'],1
0.025721360351710545,['21231'],1
0.026277224720804487,['22417'],1
0.026630956592046087,['21094'],1
0.03037040780231442,['21975'],1
0.031077871544797613,['84992'],1
0.04037596644600536,['22090'],1
0.049825660720602356,['21080'],1
0.011268886755268078,['22567'],1
0.007933700540704431,['22536'],1
0.012734347364697559,['22906'],1
0.008034766789630603,['23489'],1
0.01829299105563697,['22627'],1
0.027894284703623224,['22625'],1
0.008540098034261458,['23404'],1
0.007226236798221234,['22095'],1
0.007377836171610491,['21591'],1
0.007883167416241347,['79066K'],1
0.008691697407650715,['84971S'],1
0.008843296781039971,['23193'],1
0.013896609227348526,['22991'],1
0.016827530446207488,['23320'],1
0.019000454798120167,['23318'],1
0.02147657789681136,['21669'],1
0.034817322755065945,['84380'],1
0.00818636616301986,['22185'],1
0.010207691141543282,['23190'],1
0.018596189802415484,['22834'],1
0.015715801708019606,['22505'],1
0.009247561776744656,['22331'],1
0.007832634291778261,['22080'],1
0.007984233665167517,['23255'],1
0.008792763656576887,['22704'],1
0.010611956137247965,['23215'],1
0.011622618626509677,['21497'],1
0.012127949871140532,['21124'],1
0.01738339481530143,['21122'],1
0.018646722926878568,['21918'],1
0.018949921673657083,['22908'],1
0.01920258729597251,['21121'],1
0.008944363029966143,['23237'],1
0.013846076102885442,['23238'],1
0.00919702865228157,['22794'],1
0.021880842892516045,['23182'],1
0.031785335287280815,['21755'],1
0.01793925918439537,['20974'],1
0.008590631158724544,['15056P'],1
0.014048208600737784,['22846'],1
0.011420486128657335,['23176'],1
0.016878063570670575,['84987'],1
0.008337965536409116,['22810'],1
0.011471019253120421,['23146'],1
0.014351407347516297,['84406B'],1
0.00864116428318763,['22537'],1
0.010258224266006368,['22649'],1
0.009348628025670828,['22812'],1
0.015261003587851837,['21868'],1
0.00828743241194603,['23157'],1
0.01920258729597251,['21888'],1
0.007478902420536662,['22332'],1
0.010763555510637223,['21500'],1
0.013795542978422356,['22089'],1
0.0071757036737581485,['22318'],1
0.007478902420536662,['22927'],1
0.008236899287482944,['22842'],1
0.013037546111476072,['21116'],1
0.007529435544999748,['20707'],1
0.008489564909798374,['84279B'],1
0.008337965536409116,['47599A'],1
0.009752893021375511,['22677'],1
0.01465460609429481,['21380'],1
0.02248724038607307,['22729'],1
0.009298094901207742,['23130'],1
0.008691697407650715,['23129'],1
0.023598969124260953,['47566B'],1
0.010005558643690939,['20751'],1
0.012683814240234475,['21937'],1
0.009399161150133914,['22148'],1
0.007933700540704431,['23102'],1
0.008085299914093689,['84912B'],1
0.013997675476274698,['23306'],1
0.008034766789630603,['23152'],1
0.009500227399060084,['22120'],1
0.014503006720905553,['48188'],1
0.0071757036737581485,['22311'],1
0.012127949871140532,['21880'],1
0.017686593562079942,['22851'],1
0.008489564909798374,['22718'],1
0.008236899287482944,['21818'],1
0.007276769922684319,['22973'],1
0.008540098034261458,['21625'],1
0.009904492394764769,['21244'],1
0.010359290514932538,['75049L'],1
0.007782101167315175,['37449'],1
0.008034766789630603,['85062'],1
0.007024104300368892,['46000M'],1
0.011774217999898935,['23333'],1
0.018545656677952396,['21907'],1
0.009399161150133914,['72351B'],1
0.03345292839456263,['21915'],1
0.011319419879731164,['21381'],1
0.007782101167315175,['22440'],1
0.024003234119965636,['21621'],1
0.007681034918389004,['23541'],1
0.009045429278892314,['84536B'],1
0.010611956137247965,['84969'],1
0.019707918540603366,['47590A'],1
0.008085299914093689,['22093'],1
0.007883167416241347,['21844'],1
0.007276769922684319,['22452'],1
0.00864116428318763,['82613A'],1
0.009247561776744656,['37446'],1
0.009752893021375511,['21988'],1
0.021628177270200617,['21086'],1
0.013239678609328415,['21428'],1
0.007933700540704431,['21713'],1
0.014755672343220982,['85014A'],1
0.01591793420587195,['23169'],1
0.02430643286674415,['22147'],1
0.009399161150133914,['23049'],1
0.026428824094193743,['20711'],1
0.021324978523422102,['22759'],1
0.008590631158724544,['20984'],1
0.008944363029966143,['21829'],1
0.017585527313153774,['22569'],1
0.00919702865228157,['22925'],1
0.008944363029966143,['21071'],1
0.012936479862549902,['84050'],1
0.015816867956945778,['21078'],1
0.012077416746677448,['21539'],1
0.009348628025670828,['22950'],1
0.009348628025670828,['20977'],1
0.007832634291778261,['22180'],1
0.007984233665167517,['85017B'],1
0.010713022386174137,['47504K'],1
0.007428369296073576,['22412'],1
0.022588306634999243,['22501'],1
0.010814088635100309,['22957'],1
0.008034766789630603,['22244'],1
0.008590631158724544,['22740'],1
0.007125170549295063,['82599'],1
0.009853959270301683,['22926'],1
0.007276769922684319,['21527'],1
0.012026883622214362,['22088'],1
0.010713022386174137,['21658'],1
0.008236899287482944,['21870'],1
0.011976350497751276,['22855'],1
0.010814088635100309,['85132C'],1
0.015159937338925665,['21033'],1
0.013441811107180757,['21179'],1
0.008742230532113801,['84596L'],1
0.007478902420536662,['21447'],1
0.008135833038556774,['22854'],1
0.023447369750871697,['22502'],1
0.008994896154429229,['22837'],1
0.007984233665167517,['22268'],1
0.010005558643690939,['21700'],1
0.027641619081307797,['22149'],1
0.007024104300368892,['22322'],1
0.018242457931173885,['22665'],1
0.015210470463388751,['22271'],1
0.016675931072818232,['22637'],1
0.007478902420536662,['20752'],1
0.010056091768154024,['23032'],1
0.007428369296073576,['22689'],1
0.00818636616301986,['72807C'],1
0.017080196068522915,['22579'],1
0.008236899287482944,['47503A'],1
0.007226236798221234,['85175'],1
0.011268886755268078,['23159'],1
0.007074637424831978,['21749'],1
0.009045429278892314,['22572'],1
0.011420486128657335,['21746'],1
0.025721360351710545,['22427'],1
0.007226236798221234,['22449'],1
0.007276769922684319,['22778'],1
0.012077416746677448,['22241'],1
0.010561423012784881,['22548'],1
0.007984233665167517,['22859'],1
0.023598969124260953,['22652'],1
0.0220324422659053,['21992'],1
0.013694476729496185,['22904'],1
0.019505786042751022,['22570'],1
0.015362069836778009,['20754'],1
0.0090959624033554,['21802'],1
0.008034766789630603,['37370'],1
0.008135833038556774,['23297'],1
0.010056091768154024,['22892'],1
0.012885946738086816,['21041'],1
0.008135833038556774,['72817'],1
0.012380615493455961,['21811'],1
0.008489564909798374,['23348'],1
0.010561423012784881,['23091'],1
0.03613118399110617,['22624'],1
0.02375056849765021,['22568'],1
0.013441811107180757,['22435'],1
0.007832634291778261,['22986'],1
0.008439031785335288,['16156S'],1
0.010561423012784881,['22045'],1
0.010965688008489564,['21499'],1
0.024255899742281064,['21524'],1
0.04401435140734752,['21034'],1
0.01374500985395927,['22971'],1
0.027439486583455457,['82483'],1
0.0071757036737581485,['22893'],1
0.008337965536409116,['72351A'],1
0.00919702865228157,['22365'],1
0.010056091768154024,['22430'],1
0.01010662489261711,['22094'],1
0.011976350497751276,['22775'],1
0.007074637424831978,['22475'],1
0.012481681742382131,['23148'],1
0.017433927939764515,['22668'],1
0.014250341098590125,['21164'],1
0.007782101167315175,['22132'],1
0.008388498660872202,['21260'],1
0.009399161150133914,['22938'],1
0.018697256051341656,['21136'],1
0.020819647278791247,['22413'],1
0.011723684875435849,['22796'],1
0.01101622113295265,['22767'],1
0.010157158017080196,['48116'],1
0.007276769922684319,['22231'],1
0.007428369296073576,['22228'],1
0.007529435544999748,['22779'],1
0.012633281115771389,['22295'],1
0.019000454798120167,['22847'],1
0.007024104300368892,['23128'],1
0.013643943605033099,['21756'],1
0.017433927939764515,['23192'],1
0.01829299105563697,['20975'],1
0.023598969124260953,['22595'],1
0.008439031785335288,['22425'],1
0.009348628025670828,['21452'],1
0.011572085502046591,['22972'],1
0.011723684875435849,['22781'],1
0.011824751124362019,['22669'],1
0.0181919248067108,['21974'],1
0.007731568042852089,['22468'],1
0.022638839759462327,['22692'],1
0.04679367325281722,['22470'],1
0.04911819697811916,['82494L'],1
0.008994896154429229,['21135'],1
0.011167820506341908,['21623'],1
0.007579968669462833,['23394'],1
0.009904492394764769,['23396'],1
0.022638839759462327,['20676'],1
0.019606852291677194,['21770'],1
0.031785335287280815,['23321'],1
0.023952700995502552,['22804'],1
0.0071757036737581485,['22959'],1
0.009904492394764769,['22584'],1
0.010763555510637223,['23101'],1
0.010915154884026479,['21592'],1
0.013542877356106929,['23109'],1
0.01657486482389206,['22746'],1
0.01809085855778463,['22607'],1
0.008337965536409116,['21495'],1
0.007984233665167517,['23233'],1
0.012026883622214362,['23232'],1
0.0216787103946637,['22487'],1
0.010611956137247965,['22426'],1
0.01627166607711355,['20675'],1
0.016423265450502805,['21240'],1
0.007024104300368892,['23081'],1
0.007681034918389004,['22402'],1
0.007327303047147405,['22097'],1
0.007226236798221234,['85015'],1
0.010005558643690939,['21068'],1
0.007226236798221234,['22731'],1
0.007731568042852089,['21948'],1
0.009500227399060084,['22732'],1
0.02056698165647582,['22499'],1
0.022689372883925415,['21165'],1
0.007832634291778261,['23031'],1
0.007832634291778261,['21534'],1
0.007984233665167517,['85034C'],1
0.009803426145838597,['22635'],1
0.012481681742382131,['21531'],1
0.007681034918389004,['23132'],1
0.00828743241194603,['22990'],1
0.0071757036737581485,['22606'],1
0.010915154884026479,['23330'],1
0.008085299914093689,['22937'],1
0.007074637424831978,['22774'],1
0.012532214866845217,['16161P'],1
0.010814088635100309,['21745'],1
0.01192581737328819,['22623'],1
0.011875284248825104,['23154'],1
0.010915154884026479,['22610'],1
0.014705139218757896,['21340'],1
0.009651826772449341,['22773'],1
0.02066804790540199,['22082'],1
0.009146495527818484,['21084'],1
0.010965688008489564,['21090'],1
0.01601900045479812,['22333'],1
0.016322199201576633,['22079'],1
0.007377836171610491,['21584'],1
0.0076305017939259185,['22696'],1
0.008236899287482944,['23342'],1
0.007529435544999748,['23090'],1
0.012987012987012988,['23078'],1
0.014048208600737784,['22432'],1
0.007579968669462833,['22400'],1
0.016979129819596747,['22431'],1
0.013846076102885442,['22030'],1
0.010359290514932538,['23156'],1
0.010359290514932538,['20674'],1
0.009449694274596998,['46000S'],1
0.01010662489261711,['22531'],1
0.0220324422659053,['22084'],1
0.007984233665167517,['22822'],1
0.009449694274596998,['37448'],1
0.008691697407650715,['22098'],1
0.018798322300267827,['23108'],1
0.00818636616301986,['85061W'],1
0.01318914548486533,['23147'],1
0.01192581737328819,['23230'],1
0.013138612360402244,['23231'],1
0.020769114154328163,['48184'],1
0.009853959270301683,['23291'],1
0.008337965536409116,['22686'],1
0.0090959624033554,['21903'],1
0.007883167416241347,['23029'],1
0.010258224266006368,['22626'],1
0.017332861690838343,['21535'],1
0.007377836171610491,['23096'],1
0.007428369296073576,['22250'],1
0.008439031785335288,['22678'],1
0.008540098034261458,['22483'],1
0.008742230532113801,['23006'],1
0.00955076052352317,['22968'],1
0.009651826772449341,['23035'],1
0.009803426145838597,['20829'],1
0.01773712668654303,['82551'],1
0.01910152104704634,['23296'],1
0.020971246652180503,['22661'],1
0.015968467330335034,['71477'],1
0.007832634291778261,['22283'],1
0.011268886755268078,['22366'],1
0.03931477083228056,['21754'],1
0.008236899287482944,['22436'],1
0.04361008641164283,['20712'],1
0.029056546566274193,['21559'],1
0.029107079690737277,['20718'],1
0.029460811561978877,['23204'],1
0.029713477184294304,['21889'],1
0.029713477184294304,['84692'],1
0.030067209055535903,['23200'],1
0.028601748446106422,['22557'],1
0.030471474051240587,['21914'],1
0.030724139673556018,['21791'],1
0.0307746727980191,['22621'],1
0.030875739046945273,['22083'],1
0.0311284046692607,['20972'],1
0.03128000404264996,['22952'],1
0.03138107029157613,['84755'],1
0.030471474051240587,['84970S'],1
0.0314821365405023,['21485'],1
0.02839961594825408,['23322'],1
0.027995350952549396,['22867'],1
0.026176158471878316,['15036'],1
0.026226691596341403,['85066'],1
0.02637829096973066,['20971'],1
0.026630956592046087,['22029'],1
0.026782555965435342,['21935'],1
0.02683308908989843,['21936'],1
0.028349082823790995,['22553'],1
0.026934155338824598,['22900'],1
0.027186820961140026,['21174'],1
0.027186820961140026,['22577'],1
0.027338420334529285,['21314'],1
0.02749001970791854,['22219'],1
0.027742685330233968,['22866'],1
0.027894284703623224,['22367'],1
0.027085754712213857,['22776'],1
0.031785335287280815,['23307'],1
0.032644398403153266,['22969'],1
0.03304866339885795,['22865'],1
0.03896103896103896,['22111'],1
0.039011572085502044,['22558'],1
0.04072969831724695,['21928'],1
0.04189196017989792,['84991'],1
0.0419930264288241,['21232'],1
0.042195158926676433,['20719'],1
0.03779877709838799,['22379'],1
0.04295315579362272,['21731'],1
0.043711152660569005,['21929'],1
0.04391328515842134,['21977'],1
0.044115417656273685,['23245'],1
0.044418616403052204,['23202'],1
0.04446914952751529,['20914'],1
0.044570215776441456,['22355'],1
0.04300368891808581,['22630'],1
0.03754611147607256,['22356'],1
0.036990247106978624,['22326'],1
0.03678811460912628,['23284'],1
0.03350346151902572,['79321'],1
0.03350346151902572,['21213'],1
0.03375612714134115,['23208'],1
0.03385719339026732,['22966'],1
0.03385719339026732,['22907'],1
0.03400879276365658,['22551'],1
0.03446359088382435,['22662'],1
0.0346151902572136,['84378'],1
0.0346151902572136,['82484'],1
0.03557531962201223,['22554'],1
0.03562585274647531,['21930'],1
0.03572691899540149,['22659'],1
0.03648491586234777,['20723'],1
0.03653544898681085,['21166'],1
0.03678811460912628,['84978'],1
0.02612562534741523,['84375'],1
0.02602455909848906,['22555'],1
0.025872959725099804,['22578'],1
0.025872959725099804,['22616'],1
0.018495123553489312,['21990'],1
0.018596189802415484,['22795'],1
0.018798322300267827,['22989'],1
0.01884885542473091,['21900'],1
0.01884885542473091,['85014B'],1
0.01884885542473091,['22195'],1
0.018444590429026228,['22898'],1
0.01910152104704634,['22964'],1
0.019253120420435595,['23171'],1
0.019303653544898682,['23308'],1
0.01985951791399262,['21976'],1
0.01985951791399262,['22632'],1
0.01991005103845571,['21035'],1
0.019960584162918793,['22585'],1
0.019253120420435595,['22979'],1
0.018444590429026228,['23103'],1
0.018343524180100056,['23241'],1
0.01829299105563697,['22027'],1
0.01692859669513366,['21989'],1
0.017080196068522915,['23581'],1
0.017080196068522915,['23349'],1
0.01728232856637526,['22962'],1
0.01738339481530143,['23077'],1
0.017433927939764515,['23311'],1
0.017484461064227602,['21328'],1
0.017636060437616858,['22992'],1
0.017888726059932285,['22037'],1
0.017888726059932285,['23294'],1
0.01793925918439537,['20973'],1
0.017989792308858457,['22549'],1
0.01809085855778463,['22348'],1
0.018141391682247713,['21916'],1
0.018141391682247713,['21982'],1
0.020061650411844965,['23439'],1
0.045479812016777,['22629'],1
0.020162716660771136,['22212'],1
0.020314316034160392,['21484'],1
0.022436707261609984,['22983'],1
0.022436707261609984,['23295'],1
0.022537773510536156,['21932'],1
0.022588306634999243,['22619'],1
0.02304310475516701,['35970'],1
0.023144171004093182,['22141'],1
0.022082975390368388,['84997B'],1
0.023245237253019354,['22193'],1
0.023649502248724037,['22150'],1
0.023649502248724037,['21172'],1
0.02385163474657638,['22196'],1
0.024053767244428724,['23343'],1
0.02450856536459649,['22620'],1
0.024912830360301178,['22173'],1
0.023598969124260953,['23205'],1
0.022082975390368388,['82582'],1
0.022082975390368388,['22951'],1
0.022082975390368388,['22748'],1
0.020314316034160392,['47590B'],1
0.020364849158623476,['23319'],1
0.020465915407549648,['22694'],1
0.020465915407549648,['23328'],1
0.02056698165647582,['23309'],1
0.020617514780938904,['22996'],1
0.020769114154328163,['21934'],1
0.020819647278791247,['21892'],1
0.020819647278791247,['21558'],1
0.020971246652180503,['22488'],1
0.02102177977664359,['23173'],1
0.021122846025569762,['22988'],1
0.02137551164788519,['22745'],1
0.02147657789681136,['21993'],1
0.021628177270200617,['22725'],1
0.020263782909697308,['23313'],1
0.016827530446207488,['23188'],1
0.04613674263479711,['23301'],1
0.04714740512405882,['85099C'],1
0.015412602961241093,['22693'],1
0.01591793420587195,['47559B'],1
0.01702966294405983,['23168'],1
0.017130729192986003,['21533'],1
0.01804032543332154,['21871'],1
0.020061650411844965,['22631'],1
0.015210470463388751,['22670'],1
0.020465915407549648,['82581'],1
0.02172924351912679,['21216'],1
0.022588306634999243,['84596F'],1
0.0227399060083885,['21169'],1
0.022790439132851583,['21154'],1
0.023447369750871697,['22667'],1
0.023649502248724037,['21908'],1
0.020971246652180503,['23493'],1
0.02375056849765021,['23243'],1
0.014907271716610238,['21874'],1
0.01409874172520087,['84510A'],1
0.06311587245439386,['22457'],1
0.0071757036737581485,['21872'],1
0.007731568042852089,['72760B'],1
0.00818636616301986,['21162'],1
0.008590631158724544,['21158'],1
0.009601293647986255,['22628'],1
0.014149274849663955,['23165'],1
0.009702359896912427,['23002'],1
0.011167820506341908,['23004'],1
0.011673151750972763,['23167'],1
0.012481681742382131,['23166'],1
0.012582747991308303,['23197'],1
0.013340744858254585,['23184'],1
0.014048208600737784,['23000'],1
0.01101622113295265,['22994'],1
0.024003234119965636,['23198'],1
0.024761230986911922,['21481'],1
0.02521602910707969,['21479'],1
0.007125170549295063,['21705'],1
0.00818636616301986,['22664'],1
0.008944363029966143,['22581'],1
0.008994896154429229,['23239'],1
0.010005558643690939,['22956'],1
0.013239678609328415,['22596'],1
0.0703421092526151,['22197'],1
0.014452473596442469,['22380'],1
0.01500833796553641,['22721'],1
0.007478902420536662,['21875'],1
0.010510889888321795,['22485'],1
0.019960584162918793,['22371'],1
0.038304108343018846,['23300'],1
0.04214462580221335,['22722'],1
0.014907271716610238,['22723'],1
0.06998837738137349,['22720'],1
0.05644550002526656,['22666'],1
0.053110313810702914,['22727'],1
0.026630956592046087,['84596B'],1
0.026984688463287686,['22998'],1
0.027085754712213857,['23240'],1
0.027540552832381625,['82600'],1
0.027894284703623224,['23293'],1
0.02885441406842185,['22730'],1
0.0325433321542271,['22114'],1
0.033250795896710296,['22835'],1
0.03421092526150892,['85152'],1
0.03441305775936126,['22467'],1
0.03956743645459599,['22728'],1
0.04088129769063621,['21175'],1
0.04270049017130729,['21181'],1
0.04340795391379049,['22112'],1
0.04957299509828693,['22726'],1
0.060690282480165746,['22469'],1
0.030825205922482186,['22909'],1
0.025620294102784377,['84970L'],1
0.017787659811006114,['22464'],1
0.11465965940674112,['85123A'],1
0.012987012987012988,['23571'],1
0.007377836171610491,['22061'],1
0.013037546111476072,['23118'],1
0.014604072969831725,['22179'],1
0.018949921673657083,['21137'],1
0.08524938096922532,['47566'],1
0.010763555510637223,['23352'],1
0.01793925918439537,['23351'],1
0.01965738541614028,['22560'],1
0.021880842892516045,['22561'],1
0.0223861741371469,['22489'],1
0.03618171711556926,['23344'],1
0.03739451210268331,['23207'],1
0.011066754257415736,['22491'],1
0.07918540603365506,['20725'],1
0.07362676234271565,['84879'],1
0.0668047905401991,['21212'],1
0.04942139572489767,['23199'],1
0.050229925716307036,['23084'],1
0.05129112133003184,['22697'],1
0.05144272070342109,['20726'],1
0.05225125069483046,['20724'],1
0.05235231694375663,['23206'],1
0.052402850068219715,['22178'],1
0.053868310677649196,['22699'],1
0.0542220425488908,['22993'],1
0.05725403001667593,['22960'],1
0.05791096063469604,['23298'],1
0.05811309313254839,['20728'],1
0.05871949062610541,['22961'],1
0.059831219364293295,['21931'],1
0.06437920056597099,['20727'],1
0.04143716205973015,['22910'],1
0.04679367325281722,['21790'],1
0.04578301076355551,['23201'],1
0.05861842437717924,['22086'],1
0.013391277982717671,['22170'],1
0.014705139218757896,['23126'],1
0.01500833796553641,['23082'],1
0.01692859669513366,['23503'],1
0.017181262317449087,['21326'],1
0.017433927939764515,['22791'],1
0.011521552377583505,['22747'],1
0.017534994188690686,['84947'],1
0.022689372883925415,['22749'],1
0.02703522158775077,['84077'],1
0.045732477639092425,['84946'],1
0.011824751124362019,['48111'],1
0.012582747991308303,['20981'],1
0.012936479862549902,['20982'],1
0.020061650411844965,['84997C'],1
0.009803426145838597,['23127'],1
0.009702359896912427,['22078'],1
0.01647379857496589,['22087'],1
0.06220627621405832,['23203'],1
0.10571529637677497,['85099B'],1
0.013138612360402244,['22768'],1
0.019354186669361766,['20749'],1
0.023447369750871697,['22617'],1
0.00818636616301986,['21115'],1
