TransactionNo,TotalQuantity,TotalMoney
550272,3843,333.06000000000006
574294,3840,35.730000000000004
563616,3840,53.3
578125,3806,282.53000000000003
567290,3717,615.9500000000002
539338,3714,289.06
537659,3689,214.11
575335,3684,81.86000000000001
561873,3669,486.93
547037,3620,45.81999999999999
539578,3600,63.96
556255,3600,179.28
545644,3528,55.11
549927,3300,256.46000000000004
581020,3295,247.3
555284,3280,1246.9199999999998
552039,3250,2143.25
559145,3242,244.02000000000004
560729,3237,668.6
561051,3192,355.36
560599,3186,10.31
572193,3176,144.74
556415,3142,887.24
576374,3106,207.73
557125,3104,141.34
551291,3103,532.7499999999999
560504,3086,2144.76
554366,3084,53.82
548627,3080,55.11
573002,3069,283.29
563613,3028,2438.63
572051,3020,243.41000000000005
543057,3012,21.81
556845,3007,656.9699999999999
562348,3005,702.6600000000001
546992,3004,209.29
573995,3000,10.58
543518,2962,598.75
542789,2945,678.96
544672,2940,491.2800000000001
551314,2936,55.11
561208,2924,281.83
543192,2910,80.49
536783,2909,457.71
570408,2904,85.77000000000001
576653,2900,329.6
566934,2893,119.52
576394,2890,292.26
544667,2874,397.76
563563,2864,103.13
539750,2858,2907.34
539307,2856,460.17
546212,2826,347.37
542428,2804,268.39
570672,2801,3403.8300000000004
552957,2794,209.03
537657,2790,87.77
569571,2788,105.99
572196,2782,216.26
567183,2747,5096.210000000001
569010,2720,347.33000000000004
574740,2699,1769.48
565145,2692,92.07
575919,2678,983.52
557571,2668,148.66
540372,2650,2127.4500000000003
556927,2642,339.35
562880,2630,333.78000000000003
550630,2621,730.54
567610,2612,519.32
569492,2584,35.730000000000004
561902,2566,284.28000000000003
561633,2565,118.07
560580,2565,1189.3300000000004
538827,2552,1049.32
562046,2529,2863.71
563532,2504,355.88
562955,2496,5735.09
567385,2472,296.22
550906,2460,657.8399999999999
580729,2455,4701.25
574056,2454,324.34000000000003
538353,2420,459.04
581457,2414,72.89000000000001
538397,2409,580.25
567721,2408,595.76
543669,2400,11.21
544152,2400,10.31
573003,2400,12.38
547832,2379,222.96
546739,2374,519.27
566207,2352,100.48999999999998
572324,2344,114.55
564322,2335,249.92000000000004
541518,2334,1236.7399999999998
539958,2317,6872.329999999999
560828,2316,710.1999999999999
553540,2316,572.44
563557,2310,2090.1800000000003
570094,2304,51.64
565460,2300,605.7300000000002
579692,2299,440.82
574293,2290,114.21
555920,2274,187.38
548496,2271,425.8
562374,2270,421.44999999999993
561645,2270,421.4500000000001
567306,2262,655.6
557670,2256,66.42
576179,2244,140.78
567917,2235,463.15
549926,2232,21.46
538351,2229,2250.09
546438,2224,547.3600000000001
581476,2215,825.45
576923,2210,417.61
561388,2208,445.86
537640,2201,2359.63
580727,2191,3456.49
556484,2190,2670.63
565836,2186,421.31
576339,2174,7838.09
560841,2169,1211.32
560360,2160,1004.88
537981,2154,44.51
538877,2153,2386.48
581219,2149,4738.26
554845,2140,99.42
578305,2111,851.5700000000002
579196,2105,3344.23
558523,2105,34.02
556726,2096,134.03
555947,2090,679.4499999999998
558417,2086,308.86
569573,2085,415.19
563575,2084,34.02
561671,2064,114.03
537214,2048,152.3
548324,2048,146.57
579498,2040,7.67
552574,2021,489.66
572732,2017,583.7799999999997
567458,2016,88.35
557057,2014,770.8000000000001
581492,2010,4645.45
564272,2000,10.58
552172,2000,10.58
549577,1998,1658.75
573261,1992,10.99
580115,1986,4056.83
545582,1976,262.89
569214,1976,96.59
540818,1970,30.03
557674,1967,167.4
574295,1952,311.13
543831,1948,66.58999999999999
569255,1934,236.6
544075,1932,322.19
541789,1927,1650.1700000000003
559255,1920,21.32
559048,1920,42.64
572209,1920,160.39
549746,1918,415.38
540176,1914,414.84
570886,1914,240.73
562608,1905,1194.3
555855,1905,536.0200000000001
548704,1897,80.03999999999999
569406,1893,830.2899999999998
580673,1892,447.92
567384,1876,199.85
572340,1872,54.7
580367,1871,4148.799999999999
537434,1867,10154.96
580730,1857,5649.52
536532,1852,853.4300000000001
581217,1851,4296.4
566195,1849,1049.88
550917,1848,43.48
566929,1848,614.7299999999998
546160,1844,376.48
555164,1836,160.69
536982,1834,2273.65
561655,1828,98.84000000000002
536809,1824,10.81
544909,1814,467.2299999999999
537240,1807,8575.91
578270,1800,2858.14
540478,1800,47.76
540551,1796,6729.9
567309,1788,11.12
553368,1787,265.52000000000004
572123,1780,180.57
565213,1776,94.22
574352,1776,189.54
540458,1772,1838.5800000000004
552013,1771,1078.7700000000002
567962,1768,188.86
561647,1764,335.4100000000001
569343,1764,188.1
579777,1761,4433.59
581439,1747,4061.35
580297,1744,49.52
544651,1740,275.97
540277,1738,385.8300000000001
550710,1736,113.12999999999998
537868,1730,898.0099999999999
572052,1728,10.99
538420,1728,10.42
555099,1720,33.150000000000006
540122,1720,262.49
546528,1717,503.8299999999999
558197,1716,214.29
559637,1712,55.55
553574,1710,175.9
561625,1704,527.4500000000002
570674,1704,680.0899999999999
547063,1703,3731.4
551014,1703,1480.89
569263,1702,176.57
558775,1700,89.64
543991,1700,32.46
578233,1699,1423.27
552038,1694,276.28000000000003
575516,1690,1643.62
576837,1687,8243.63
565122,1686,457.77
565291,1680,66.28
540026,1679,5487.31
566976,1677,1415.2700000000002
537852,1665,1107.2899999999995
549940,1661,204.24
537793,1655,237.23
569653,1650,1255.4600000000005
580983,1649,4020.46
548807,1648,222.74
577783,1644,416.7299999999999
572066,1642,1257.2700000000002
580744,1640,105.23
536876,1640,8812.150000000001
538071,1640,9580.33
568703,1633,1608.69
562031,1632,3942.670000000001
560080,1632,122.41
554098,1627,3477.0200000000004
548993,1626,406.3200000000001
574532,1626,1772.2700000000002
571281,1624,1561.35
577358,1620,7906.88
579284,1619,129.36
567102,1618,53.09
542629,1617,582.2599999999999
541421,1609,6183.1900000000005
537237,1607,8935.980000000001
563404,1607,1164.69
545914,1605,657.4400000000002
565763,1604,114.31
578344,1602,3990.26
578060,1600,21.24
569740,1600,103.45000000000005
577822,1600,73.77000000000001
557485,1600,42.35
549027,1600,54.88
576219,1600,193.12
547209,1593,965.65
558311,1588,261.4
564312,1584,52.86
570660,1570,283.05000000000007
536390,1568,300.38
559465,1568,250.56
546096,1566,731.9400000000002
559052,1561,6083.43
560926,1560,5734.28
538191,1559,216.77
552572,1558,204.35
571328,1550,1125.98
545865,1548,54.64999999999999
536890,1548,32.65
576617,1543,8291.2
543829,1536,184.53
539012,1536,88.96
570242,1524,387.04
572670,1524,21.3
562345,1524,223.63
577754,1524,405.56
544097,1522,515.91
579508,1516,3780.62
569334,1514,90.72
578347,1513,3895.13
564054,1508,65.5
558871,1506,155.11000000000004
576650,1505,1089.1999999999998
538349,1502,9168.64
559032,1502,468.14
572881,1502,76.34
561474,1501,213.54999999999995
581458,1500,6.04
566935,1500,74.7
580363,1500,6.19
546863,1500,53.99
551809,1498,376.67
566255,1492,230.52000000000004
537899,1488,12.86
537823,1483,8642.2
541827,1481,5623.1
554271,1479,175.35000000000002
567853,1478,1370.1
536592,1477,9075.02
545748,1476,174.88
573362,1474,1524.8100000000002
570113,1469,422.02
537235,1464,64.2
562143,1460,295.49
564324,1460,287.45000000000005
577150,1457,1537.1100000000006
579251,1456,18.57
566281,1450,1757.0300000000002
537638,1444,8780.519999999999
536387,1440,64.83999999999999
561638,1440,10.42
548635,1432,21.81
541592,1430,5575.18
543379,1420,58.76
548554,1420,217.79
574363,1418,182.99999999999997
572326,1416,194.53
571289,1411,901.7900000000002
580873,1410,106.69999999999996
561870,1410,962.41
558614,1406,5013.049999999999
581115,1404,6.19
575146,1402,298.69000000000005
578746,1402,481.92
579187,1401,3431.34
573932,1400,74.33999999999999
575176,1400,7123.45
575220,1400,96.64000000000004
581133,1392,294.96
540977,1390,5649.289999999999
579538,1390,86.66
572734,1389,195.10000000000005
572567,1389,975.2100000000002
579672,1386,213.60000000000005
548968,1384,633.1500000000002
556010,1380,53.62
578065,1377,6722.6900000000005
576090,1376,110.83
564310,1372,50.33
559322,1372,56.44
559055,1371,6525.54
565181,1368,68.41999999999999
561047,1368,97.39
545713,1365,1827.49
539586,1362,313.64
577078,1360,8034.879999999999
575875,1358,7105.29
559660,1352,330.33
552833,1350,10.96
557466,1346,997.86
545530,1345,1198.73
579512,1344,3318.99
560772,1344,5959.34
559047,1342,85.14
548160,1340,647.0800000000002
568797,1340,85.09999999999998
537034,1338,899.1700000000001
551162,1336,66.60000000000001
547812,1336,58.75
541670,1332,283.26
576840,1330,7753.37
536784,1330,303.62
540848,1329,6225.48
569846,1326,1623.76
542208,1326,125.45
553470,1325,161.79
562850,1324,167.46
561242,1323,306.4200000000001
565116,1322,334.23999999999995
579093,1322,431.7
568510,1321,705.6599999999999
562282,1320,421.0300000000001
555400,1314,1169.69
562353,1312,310.46
547947,1310,187.83
539437,1308,7834.44
543168,1306,56.03
576618,1305,7724.169999999999
538177,1304,8135.41
538524,1302,7299.58
571298,1300,36.24
564323,1300,72.23999999999998
562029,1300,48.32
569839,1300,36.24
536736,1296,55.5
548910,1296,31.35
574707,1296,983.9200000000002
539721,1296,10.51
570082,1292,277.0
564132,1288,54.78
569046,1286,735.06
575739,1286,6758.37
549412,1284,65.1
578143,1284,68.09
571030,1283,564.4200000000001
574544,1283,1433.37
543994,1280,47.28
545227,1273,1316.46
565412,1272,69.19999999999999
550823,1270,400.6
554151,1269,1815.15
552888,1264,169.98999999999998
573576,1264,6169.73
568485,1264,64.30999999999999
540832,1264,1944.71
570275,1263,327.3500000000001
553148,1262,1152.6
569900,1261,574.57
557217,1259,1323.4100000000003
578827,1255,3268.82
541695,1252,5393.01
566931,1250,44.82
575477,1250,7248.22
548169,1250,303.6700000000001
542207,1248,32.62
539318,1248,173.82999999999998
541970,1244,590.5700000000002
577844,1242,1370.2800000000004
568095,1242,1649.6800000000003
555005,1240,96.74
566575,1238,96.57
576076,1237,1504.2199999999998
567387,1232,89.52
562457,1232,437.0
567298,1231,144.36
541423,1229,5422.04
570467,1228,1258.54
576329,1228,7451.33
564065,1228,1259.9199999999998
575930,1225,7236.48
544392,1223,247.64
542373,1223,611.8100000000001
557628,1222,308.55000000000007
568567,1222,3680.55
568650,1217,1126.07
548171,1215,171.34
567656,1210,5996.29
548211,1208,193.12
562343,1208,21.23
546738,1208,138.19
536544,1207,7825.91
544295,1206,675.1
560300,1202,751.5600000000002
571640,1201,239.67
581459,1200,6.04
551951,1200,32.17
575328,1200,49.0
579936,1200,6.19
569085,1200,11.34
575933,1200,92.16
558776,1200,89.64
541430,1198,457.31000000000006
577768,1197,7452.63
554552,1196,59.38
560434,1192,5880.1900000000005
564230,1191,1257.94
542891,1184,618.4900000000001
555531,1184,201.78
578844,1183,3330.63
577747,1182,239.23
561659,1180,76.89
550122,1176,47.28
552563,1176,737.4300000000001
567526,1176,239.06
541864,1174,241.36
549568,1174,865.3500000000001
571698,1172,74.86
540357,1171,498.22
559816,1168,5954.33
579986,1167,85.91
572772,1167,205.31
564353,1165,1052.52
541219,1164,5121.589999999999
570522,1164,61.72999999999999
548718,1162,174.8
574067,1161,481.78
569342,1160,37.75
580985,1160,119.93
570701,1158,535.57
569000,1153,848.9799999999999
565936,1152,21.98
574012,1152,21.37
576608,1152,33.45
566260,1152,92.07
544793,1152,10.44
580875,1152,333.51
563638,1151,1081.9499999999996
564856,1151,1314.79
565748,1145,873.74
537666,1143,7876.059999999999
563745,1140,750.01
547419,1135,192.61
566562,1135,1148.76
562610,1132,22.87
566220,1128,332.86
565228,1128,22.87
540999,1128,201.99
569383,1127,725.4700000000001
562053,1126,123.75
541684,1126,1337.33
536576,1122,189.98
541975,1121,737.6500000000001
549115,1120,379.31000000000006
559050,1120,77.96000000000001
580243,1120,6.19
539453,1119,6809.69
564219,1116,70.5
543387,1116,149.93
562973,1112,118.24
567308,1110,80.25999999999999
555352,1110,115.19
545937,1109,617.5
547706,1108,36.97
541479,1108,81.85
573035,1105,727.7700000000001
548257,1104,360.85
560234,1104,195.87
575725,1103,333.75
538998,1101,192.99000000000004
580116,1101,134.16
567669,1100,41.19
572337,1100,97.23000000000002
568193,1099,1323.61
540703,1098,164.50000000000003
557322,1092,726.5500000000002
542102,1091,1360.0
557472,1090,951.56
544400,1090,141.29
566866,1088,161.81
580146,1086,445.56
578067,1084,6660.610000000001
553927,1084,46.510000000000005
576623,1082,82.54
539250,1078,639.8099999999998
562928,1077,1077.55
568062,1076,422.46
568593,1076,842.1500000000001
538174,1075,625.5200000000001
540418,1074,4597.05
581256,1074,381.11
560581,1074,65.49
568671,1073,940.1
536477,1070,180.63
548010,1070,227.24000000000004
540464,1070,643.58
581410,1069,175.12
540163,1068,611.8100000000001
565491,1066,266.89
540821,1066,5607.58
559703,1066,81.75
543470,1066,825.8199999999999
569414,1064,1317.0099999999998
576083,1060,131.88
566816,1060,436.4000000000001
549925,1056,11.34
581375,1056,74.28
542001,1056,301.69
543842,1056,11.34
561397,1056,25.94
561295,1055,288.64
548863,1050,570.15
562040,1048,26.85
572082,1047,946.59
562846,1046,1237.0300000000004
571242,1046,205.0
551148,1044,140.44
558552,1044,74.85
569866,1043,2087.01
539434,1042,7064.77
575687,1041,598.72
538354,1040,1080.5
572212,1040,272.4
575510,1040,147.69
568319,1038,287.71
555160,1038,160.51000000000002
541696,1037,4967.13
554956,1036,1476.0399999999995
559096,1036,36.04
575177,1033,5715.9
574076,1033,5830.880000000001
540245,1032,79.84
540160,1032,39.59
538566,1031,7177.86
575214,1031,262.79
580153,1027,332.93
563241,1026,351.67
570115,1026,182.57
559557,1026,934.38
553182,1025,1370.71
577126,1025,688.73
559709,1024,87.27000000000001
574285,1024,76.74
579400,1024,42.61000000000001
572499,1020,1319.15
569555,1019,1500.37
581188,1016,290.25
541497,1016,4514.47
552710,1015,540.4300000000001
547023,1014,101.19
556080,1014,1382.7099999999998
575607,1013,5382.1
566817,1012,133.5
565967,1012,622.3000000000002
540785,1008,54.88
536785,1008,79.55
543378,1008,29.41
578149,1007,1867.93
571255,1006,265.67
552550,1006,221.94000000000003
571945,1006,187.07
580615,1005,484.46
574534,1005,205.72
560718,1005,286.58000000000004
546236,1005,616.15
536437,1004,72.34
545288,1003,394.86
562807,1003,748.5900000000001
560280,1002,74.08
537841,1000,10.58
566028,1000,10.58
567480,1000,27.06
547519,1000,10.58
577810,1000,6.13
564871,1000,10.6
580170,1000,6.19
569086,1000,10.99
568781,1000,217.89
572696,1000,41.16
575582,1000,6.04
553978,1000,35.96
541680,999,192.76
557135,998,47.38999999999999
550361,997,274.05
544461,995,620.9899999999998
552811,995,261.48999999999995
562688,993,2136.9
571441,993,5243.49
563165,992,77.49
568673,991,119.36
570715,990,436.3299999999999
549835,990,269.83
548162,989,1412.35
574962,989,458.50999999999993
580178,988,98.89
581266,987,346.64
564965,987,240.53000000000003
553867,986,47.29
540646,985,4571.1900000000005
539102,984,59.09
559023,984,67.55
538662,980,1829.86
580754,979,519.1800000000001
566576,977,224.64
574950,977,5908.46
566561,972,801.3699999999999
537393,972,463.8200000000001
567890,972,1051.85
540405,968,58.49
537201,966,860.9300000000001
558540,965,1305.83
570092,964,55.71
544657,964,1745.8900000000003
569640,962,339.19
572845,960,11.17
572869,960,12.08
554642,960,11.74
562285,960,21.64
546754,960,31.98
566213,959,993.4600000000002
545398,958,608.8700000000001
537618,956,202.93
567882,956,332.1
565014,956,122.85
579291,955,429.0100000000001
575683,954,265.42
579525,950,148.56
566936,950,104.58
559062,948,216.78000000000003
566709,948,241.92
578358,948,74.28
541424,947,4900.71
540468,947,4447.360000000001
580610,947,1772.11
548409,946,426.58
541104,946,4917.11
576180,946,123.86
572661,946,155.1
576051,945,918.9600000000004
544177,945,1183.0600000000002
558904,945,4103.93
562101,944,1062.07
546091,944,1057.7800000000002
560887,944,66.42
540268,944,612.4800000000001
565857,942,1065.87
540501,942,416.35
574561,941,4755.21
543828,939,939.7000000000002
569695,938,465.88999999999993
580519,938,407.41
546011,936,22.91
579784,936,49.52
568346,936,4777.049999999999
568065,935,1108.4
544073,935,129.38
559693,935,4780.23
568697,934,197.67
571671,933,1358.0200000000002
539039,930,746.8000000000002
576688,930,1231.61
560225,929,5292.33
564561,924,82.7
575748,924,1321.8900000000003
576062,924,1157.9
552882,924,195.71
559555,924,170.44
546850,923,1074.88
548157,920,101.49
578321,920,28.96
547493,920,189.16000000000005
538826,917,1054.26
566788,917,336.32
571824,917,933.0100000000004
569257,916,249.51
562018,916,56.31999999999999
537457,914,247.78000000000003
559506,914,4302.099999999999
544571,914,737.8199999999998
571433,912,1162.96
540995,912,4561.129999999999
578833,911,1556.0700000000002
544278,910,791.75
577034,909,1057.67
548648,909,962.6500000000002
570268,908,262.61
568526,908,403.28
548491,906,93.36
562102,906,644.66
554357,906,10.65
577021,906,32.21
562448,905,238.23
565241,904,22.33
574025,904,372.81
539240,902,507.69
541965,902,650.17
566867,902,98.05
575703,902,146.52
581146,902,741.8999999999999
552953,901,243.11
570443,901,211.89
566913,901,1343.49
564311,900,24.16
542690,900,10.68
568901,899,732.3
567161,898,392.5900000000001
563659,896,83.02999999999999
549431,895,559.5600000000001
544824,894,2112.7200000000003
538945,894,285.71000000000004
541422,893,5078.119999999999
565117,892,887.0500000000002
568877,891,194.02
566310,890,246.62000000000003
581179,889,229.78000000000003
570598,889,1271.3700000000003
545752,888,32.68
568101,888,588.4100000000001
566581,887,1384.9800000000002
544283,887,202.04
576254,886,187.06
540126,886,117.36
550193,885,1348.2100000000005
569568,885,1124.84
570964,884,731.6699999999998
571427,884,140.25
557673,883,88.55
571189,882,441.7799999999999
580167,880,105.23
572520,880,320.9
546780,879,313.89
536839,879,186.84
571065,878,1013.4
550310,878,321.65000000000003
580645,878,12.38
539465,876,173.13
555798,875,132.06
574298,875,5632.2300000000005
568943,874,58.67
569408,874,190.65000000000003
562218,873,647.5500000000001
568780,872,587.6699999999998
563166,872,186.7
546251,872,210.84
577850,870,418.0000000000001
564510,869,492.28
550158,869,298.12
560453,868,614.0300000000002
560595,868,63.96
566295,867,476.73
551414,867,1117.7800000000002
539957,866,825.82
566271,866,925.19
560035,865,1050.5500000000002
548633,864,11.34
577816,864,206.27
580910,864,43.16
565459,864,73.18
545911,864,20.94
538526,864,47.02
558881,863,714.2900000000002
570458,863,1701.88
559923,862,4598.109999999999
548367,861,265.11
566345,861,685.3800000000001
561258,861,522.8399999999999
574074,860,5988.42
569893,859,649.72
552826,859,1075.46
556910,859,1127.29
564351,858,147.25
536575,858,93.22
550779,858,193.98
540698,858,333.67999999999995
573320,857,543.8000000000001
558862,856,1042.9900000000002
566400,854,1179.3000000000002
545226,852,1243.7300000000005
570168,852,654.1700000000001
570448,850,762.2900000000001
559928,849,698.34
569844,849,713.1200000000003
554282,848,53.07
580612,848,1657.34
560773,846,4474.85
565084,846,68.85000000000001
563038,846,95.24
571670,846,838.23
562587,844,662.72
538664,844,444.64
555344,844,279.9900000000001
574678,843,1137.36
538625,843,710.72
547892,842,815.0500000000001
572552,842,5036.95
560895,841,502.8399999999999
575868,841,646.54
580759,840,299.22
575751,840,582.2500000000002
575491,840,2507.9400000000005
561053,840,21.3
558774,839,4026.5
564346,838,861.79
560398,838,386.97
556812,837,4273.95
557222,836,1145.33
543300,836,1749.38
548728,835,767.9400000000002
572558,835,536.6800000000001
561113,835,1278.76
567457,833,325.31000000000006
551062,832,81.96000000000001
574276,832,60.34
539451,832,6784.59
559464,832,467.81
554117,832,607.0200000000001
539436,830,6726.23
554358,828,27.47
577748,828,589.14
558612,828,22.68
536975,827,1038.01
558777,827,4574.38
545701,826,878.6800000000001
547510,826,568.4
578541,825,804.5400000000002
552734,824,313.05
559338,822,4648.349999999999
574684,822,550.4000000000002
552659,822,1247.2399999999998
557795,822,128.78
549246,820,124.71
564897,820,121.75
550493,820,446.2200000000001
552181,820,112.56
561653,818,354.54
555257,818,556.6600000000001
581003,817,400.47
573156,816,74.5
573897,814,888.0400000000002
538868,814,315.15
545019,813,342.4099999999999
567374,812,213.91
561926,812,1269.5500000000002
557798,812,557.49
560590,812,947.6900000000004
547725,811,304.45
561236,810,536.93
574319,810,129.01999999999998
573143,810,280.85
573151,808,1720.86
564642,808,344.08000000000004
541566,808,339.27
562722,808,117.02
566495,808,1619.23
581433,806,467.5799999999999
577393,806,314.47
558368,803,678.5700000000002
579792,803,447.34
573146,802,47.63
568321,800,469.13
559884,800,336.52
547518,800,35.82
539109,800,23.85
564734,800,1518.5800000000002
550183,800,979.7100000000002
563900,800,24.16
580646,800,6.19
568197,800,274.0500000000001
541596,799,1225.1999999999998
569241,799,566.2900000000001
577050,798,376.54
578516,796,244.22
537256,796,140.25
559548,795,307.98
564221,795,3032.96
576844,794,392.31
578365,794,73.98
540648,793,182.51
577791,793,765.7599999999999
560883,793,142.10000000000002
556127,793,631.25
571548,792,368.12
572545,792,50.83
566408,791,1640.4
574830,790,277.45
578858,790,519.2800000000001
539654,789,641.5600000000001
580831,789,382.63
575206,788,354.41
575255,788,46.3
575894,787,31.97
545340,786,955.8100000000002
575512,786,884.7700000000002
548451,785,773.0500000000001
564372,784,752.4200000000001
568653,784,45.64
567852,784,220.1
556578,784,811.27
571508,783,4531.09
569563,782,639.1400000000001
540352,782,4483.5
559554,782,281.34000000000003
563944,782,593.1800000000001
573393,781,462.2
570218,780,646.21
543588,780,57.95
546067,780,62.86
537456,780,25.77
556718,780,26.14
561027,778,135.97
570488,778,5041.35
542890,778,1042.2299999999998
559122,778,441.35
575656,777,613.3900000000001
559987,776,156.11
570187,776,4471.27
566079,776,450.43
576252,774,553.3399999999998
579450,774,6.19
552315,773,708.8000000000001
565434,773,964.68
558371,772,1118.6699999999998
544115,772,538.43
538641,772,462.8500000000001
578041,772,2353.34
571474,772,116.04
551133,772,62.19
570652,771,498.45
561325,770,498.4
578187,770,198.5
569399,768,22.15
568191,768,1134.39
553339,768,208.74
567803,768,93.11
539225,768,794.1400000000001
557067,768,433.43000000000006
542192,767,1379.67
562104,767,1210.25
540907,766,985.5700000000004
566233,766,751.8200000000002
576927,766,995.09
566952,766,3166.2200000000003
581023,765,1345.69
570797,764,331.4800000000001
544164,762,70.57000000000001
570656,762,257.12
574317,762,282.97
560451,762,994.29
562153,762,244.47000000000003
575880,760,412.4799999999999
559311,760,479.2600000000001
544293,759,665.5000000000001
549100,759,1262.6799999999998
541552,758,486.12
580972,758,173.54000000000002
549316,757,764.72
569026,757,861.8500000000001
576779,756,1740.34
556723,756,100.88
566405,756,286.73
570688,756,4024.41
565847,755,2983.64
574356,753,1122.5600000000004
559815,752,56.03000000000001
539840,751,403.86
552820,751,626.42
538808,751,491.36
544339,751,425.31
560239,751,1134.14
569514,750,458.0499999999999
545413,750,31.8
550457,750,158.15
556751,748,174.80000000000004
544355,748,646.8700000000001
580691,748,275.4
560106,747,679.86
572766,746,133.29999999999998
552272,746,84.34000000000002
571033,746,450.02
545693,746,142.12
565726,745,876.95
574049,744,221.53000000000003
570356,744,86.28999999999999
562560,744,1952.03
546385,744,315.94000000000005
560185,744,127.83
547882,744,510.05
569857,744,45.830000000000005
572652,743,824.63
553045,743,143.34
536620,741,265.44
560567,741,1168.0099999999998
541115,741,878.0699999999999
541215,740,939.52
581419,740,166.68
542058,740,256.74
545661,739,625.96
567092,739,782.7700000000001
551868,739,492.67
562980,737,1028.16
546411,736,53.42000000000001
568058,736,495.63
548687,736,78.56
574481,736,2276.4500000000003
564087,735,753.0600000000001
550323,734,417.6700000000001
566625,734,634.4100000000001
564184,734,444.02
539088,734,310.33000000000004
552851,734,289.3800000000001
574733,733,703.8399999999999
549738,732,444.21
540154,732,3730.34
559038,732,1156.15
550299,732,375.18
567509,730,366.61
543774,730,248.46
550900,730,210.61
553052,730,194.75000000000003
575269,730,521.9100000000001
548975,729,185.99
581498,729,1379.0199999999998
566789,729,668.19
572224,729,535.2099999999998
570188,728,193.68
562107,728,66.28
555382,728,59.83
550137,728,818.15
579168,727,267.22
573775,726,82.74999999999999
577519,726,892.4300000000001
548497,725,727.4300000000001
577504,725,2171.34
559202,725,640.3500000000001
569556,725,761.5600000000003
561875,724,173.25
543852,724,116.43999999999998
566290,723,2508.32
560259,723,468.97
548894,722,3599.12
547796,722,133.66
571665,721,471.0
560228,721,343.38
568666,720,10.41
546899,720,173.4
556817,720,10.47
549520,720,330.1
576827,720,11.12
562344,720,10.47
559174,720,333.0399999999999
580063,720,36.2
573005,720,10.51
574029,720,418.5
565865,719,775.1100000000001
566163,719,775.1100000000001
572309,718,1740.9100000000003
563439,718,1101.77
544214,718,1773.16
568048,717,973.91
540187,717,515.14
568538,717,117.98
580111,716,86.87999999999998
556463,714,152.1
548664,713,924.1
547504,713,391.6
556503,712,967.85
560605,712,47.32
542932,712,597.1200000000001
562224,712,47.32
538356,712,286.23999999999995
540273,711,189.53
544692,711,469.84
571745,711,805.2700000000001
553348,711,436.05
559169,711,182.89
569097,710,300.14000000000004
553007,710,183.7
573266,710,383.7
546669,710,293.79999999999995
572037,709,945.7100000000004
569246,709,4002.45
568908,709,901.4
562770,708,510.1
563016,707,596.4399999999999
570273,707,677.83
578702,707,349.94
542785,706,176.42000000000002
578027,706,477.7300000000001
540798,706,927.66
576590,706,793.02
554039,705,371.5799999999999
579954,705,98.89
568833,704,581.66
543040,703,3205.1000000000004
560257,703,206.06
541631,702,913.5900000000004
546252,701,798.94
580742,700,30.950000000000003
566219,700,680.6100000000001
568576,700,213.69
537227,700,247.28
558074,700,51.67
537224,700,2264.8
548970,700,35.82
576599,700,715.77
575959,700,1178.29
566481,700,18.12
577029,699,609.48
575612,699,613.2200000000003
545999,699,720.8100000000001
580956,698,1168.4700000000005
558571,698,367.63
549595,697,109.31
561507,697,909.64
548359,696,32.660000000000004
573340,696,1571.7800000000002
