support,itemsets
0.10571529637677497,frozenset({'85099B'})
0.06220627621405832,frozenset({'23203'})
0.05861842437717924,frozenset({'22086'})
0.0486128657334883,frozenset({'22139'})
0.04578301076355551,frozenset({'23201'})
0.04143716205973015,frozenset({'22910'})
0.03739451210268331,frozenset({'23207'})
0.03618171711556926,frozenset({'23344'})
0.0223861741371469,frozenset({'22489'})
0.021880842892516045,frozenset({'22561'})
0.01965738541614028,frozenset({'22560'})
0.01793925918439537,frozenset({'23351'})
0.011066754257415736,frozenset({'22491'})
0.010763555510637223,frozenset({'23352'})
0.018949921673657083,frozenset({'21137'})
0.014604072969831725,frozenset({'22179'})
0.013037546111476072,frozenset({'23118'})
0.006973571175905806,frozenset({'23111'})
0.007377836171610491,frozenset({'22061'})
0.006165041184496438,frozenset({'22182'})
0.012987012987012988,frozenset({'23571'})
0.11465965940674112,frozenset({'85123A'})
0.08524938096922532,frozenset({'47566'})
0.07918540603365506,frozenset({'20725'})
0.07362676234271565,frozenset({'84879'})
0.0668047905401991,frozenset({'21212'})
0.06437920056597099,frozenset({'20727'})
0.059831219364293295,frozenset({'21931'})
0.05871949062610541,frozenset({'22961'})
0.05811309313254839,frozenset({'20728'})
0.05791096063469604,frozenset({'23298'})
0.05725403001667593,frozenset({'22960'})
0.0542220425488908,frozenset({'22993'})
0.053868310677649196,frozenset({'22699'})
0.052402850068219715,frozenset({'22178'})
0.05235231694375663,frozenset({'23206'})
0.05225125069483046,frozenset({'20724'})
0.05144272070342109,frozenset({'20726'})
0.05129112133003184,frozenset({'22697'})
0.050229925716307036,frozenset({'23084'})
0.04942139572489767,frozenset({'23199'})
0.04714740512405882,frozenset({'85099C'})
0.04679367325281722,frozenset({'21790'})
0.04613674263479711,frozenset({'23301'})
0.045479812016777,frozenset({'22629'})
0.044570215776441456,frozenset({'22355'})
0.04446914952751529,frozenset({'20914'})
0.044418616403052204,frozenset({'23202'})
0.044115417656273685,frozenset({'23245'})
0.04391328515842134,frozenset({'21977'})
0.043711152660569005,frozenset({'21929'})
0.04300368891808581,frozenset({'22630'})
0.04295315579362272,frozenset({'21731'})
0.042195158926676433,frozenset({'20719'})
0.0419930264288241,frozenset({'21232'})
0.04189196017989792,frozenset({'84991'})
0.04072969831724695,frozenset({'21928'})
0.039011572085502044,frozenset({'22558'})
0.03896103896103896,frozenset({'22111'})
0.03779877709838799,frozenset({'22379'})
0.03754611147607256,frozenset({'22356'})
0.036990247106978624,frozenset({'22326'})
0.03678811460912628,frozenset({'23284'})
0.03678811460912628,frozenset({'84978'})
0.03653544898681085,frozenset({'21166'})
0.03648491586234777,frozenset({'20723'})
0.03572691899540149,frozenset({'22659'})
0.03562585274647531,frozenset({'21930'})
0.03557531962201223,frozenset({'22554'})
0.0346151902572136,frozenset({'84378'})
0.0346151902572136,frozenset({'82484'})
0.03446359088382435,frozenset({'22662'})
0.03400879276365658,frozenset({'22551'})
0.03385719339026732,frozenset({'22966'})
0.03385719339026732,frozenset({'22907'})
0.03375612714134115,frozenset({'23208'})
0.03350346151902572,frozenset({'21213'})
0.03350346151902572,frozenset({'79321'})
0.03304866339885795,frozenset({'22865'})
0.032644398403153266,frozenset({'22969'})
0.031785335287280815,frozenset({'23307'})
0.0314821365405023,frozenset({'21485'})
0.03138107029157613,frozenset({'84755'})
0.03128000404264996,frozenset({'22952'})
0.0311284046692607,frozenset({'20972'})
0.030875739046945273,frozenset({'22083'})
0.0307746727980191,frozenset({'22621'})
0.030724139673556018,frozenset({'21791'})
0.030471474051240587,frozenset({'84970S'})
0.030471474051240587,frozenset({'21914'})
0.030067209055535903,frozenset({'23200'})
0.029713477184294304,frozenset({'84692'})
0.029713477184294304,frozenset({'21889'})
0.029460811561978877,frozenset({'23204'})
0.029107079690737277,frozenset({'20718'})
0.029056546566274193,frozenset({'21559'})
0.028601748446106422,frozenset({'22557'})
0.02839961594825408,frozenset({'23322'})
0.028349082823790995,frozenset({'22553'})
0.027995350952549396,frozenset({'22867'})
0.027894284703623224,frozenset({'22367'})
0.027742685330233968,frozenset({'22866'})
0.02749001970791854,frozenset({'22219'})
0.027338420334529285,frozenset({'21314'})
0.027186820961140026,frozenset({'21174'})
0.027186820961140026,frozenset({'22577'})
0.027085754712213857,frozenset({'22776'})
0.026934155338824598,frozenset({'22900'})
0.02683308908989843,frozenset({'21936'})
0.026782555965435342,frozenset({'21935'})
0.026630956592046087,frozenset({'22029'})
0.02637829096973066,frozenset({'20971'})
0.026226691596341403,frozenset({'85066'})
0.026176158471878316,frozenset({'15036'})
0.02612562534741523,frozenset({'84375'})
0.02602455909848906,frozenset({'22555'})
0.025872959725099804,frozenset({'22578'})
0.025872959725099804,frozenset({'22616'})
0.024912830360301178,frozenset({'22173'})
0.02450856536459649,frozenset({'22620'})
0.024053767244428724,frozenset({'23343'})
0.02385163474657638,frozenset({'22196'})
0.023649502248724037,frozenset({'22150'})
0.023649502248724037,frozenset({'21172'})
0.023598969124260953,frozenset({'23205'})
0.023245237253019354,frozenset({'22193'})
0.023144171004093182,frozenset({'22141'})
0.02304310475516701,frozenset({'35970'})
0.022588306634999243,frozenset({'22619'})
0.022537773510536156,frozenset({'21932'})
0.022436707261609984,frozenset({'23295'})
0.022436707261609984,frozenset({'22983'})
0.022082975390368388,frozenset({'84997B'})
0.022082975390368388,frozenset({'82582'})
0.022082975390368388,frozenset({'22748'})
0.022082975390368388,frozenset({'22951'})
0.021628177270200617,frozenset({'22725'})
0.02147657789681136,frozenset({'21993'})
0.02137551164788519,frozenset({'22745'})
0.021122846025569762,frozenset({'22988'})
0.02102177977664359,frozenset({'23173'})
0.020971246652180503,frozenset({'22488'})
0.020819647278791247,frozenset({'21892'})
0.020819647278791247,frozenset({'21558'})
0.020769114154328163,frozenset({'21934'})
0.020617514780938904,frozenset({'22996'})
0.02056698165647582,frozenset({'23309'})
0.020465915407549648,frozenset({'23328'})
0.020465915407549648,frozenset({'22694'})
0.020364849158623476,frozenset({'23319'})
0.020314316034160392,frozenset({'47590B'})
0.020314316034160392,frozenset({'21484'})
0.020263782909697308,frozenset({'23313'})
0.020162716660771136,frozenset({'22212'})
0.020061650411844965,frozenset({'23439'})
0.019960584162918793,frozenset({'22585'})
0.01991005103845571,frozenset({'21035'})
0.01985951791399262,frozenset({'21976'})
0.01985951791399262,frozenset({'22632'})
0.019303653544898682,frozenset({'23308'})
0.019253120420435595,frozenset({'22979'})
0.019253120420435595,frozenset({'23171'})
0.01910152104704634,frozenset({'22964'})
0.01884885542473091,frozenset({'21900'})
0.01884885542473091,frozenset({'22195'})
0.01884885542473091,frozenset({'85014B'})
0.018798322300267827,frozenset({'22989'})
0.018596189802415484,frozenset({'22795'})
0.018495123553489312,frozenset({'21990'})
0.018444590429026228,frozenset({'23103'})
0.018444590429026228,frozenset({'22898'})
0.018343524180100056,frozenset({'23241'})
0.01829299105563697,frozenset({'22027'})
0.018141391682247713,frozenset({'21916'})
0.018141391682247713,frozenset({'21982'})
0.01809085855778463,frozenset({'22348'})
0.017989792308858457,frozenset({'22549'})
0.01793925918439537,frozenset({'20973'})
0.017888726059932285,frozenset({'22037'})
0.017888726059932285,frozenset({'23294'})
0.017636060437616858,frozenset({'22992'})
0.017484461064227602,frozenset({'21328'})
0.017433927939764515,frozenset({'23311'})
0.01738339481530143,frozenset({'23077'})
0.01728232856637526,frozenset({'22962'})
0.017080196068522915,frozenset({'23349'})
0.017080196068522915,frozenset({'23581'})
0.01692859669513366,frozenset({'21989'})
0.016827530446207488,frozenset({'21876'})
0.016827530446207488,frozenset({'23188'})
0.016726464197281316,frozenset({'22273'})
0.016625397948355148,frozenset({'23175'})
0.01657486482389206,frozenset({'22654'})
0.01657486482389206,frozenset({'23353'})
0.016423265450502805,frozenset({'23583'})
0.016423265450502805,frozenset({'20979'})
0.016423265450502805,frozenset({'23275'})
0.016423265450502805,frozenset({'84997A'})
0.016322199201576633,frozenset({'21506'})
0.016322199201576633,frozenset({'23354'})
0.01627166607711355,frozenset({'22940'})
0.01622113295265046,frozenset({'22174'})
0.016120066703724293,frozenset({'22418'})
0.016120066703724293,frozenset({'23266'})
0.01601900045479812,frozenset({'85053'})
0.015867401081408862,frozenset({'22899'})
0.015816867956945778,frozenset({'21494'})
0.015766334832482694,frozenset({'22712'})
0.015715801708019606,frozenset({'22941'})
0.015614735459093436,frozenset({'85049G'})
0.015614735459093436,frozenset({'21901'})
0.015614735459093436,frozenset({'23247'})
0.015513669210167265,frozenset({'22963'})
0.015412602961241093,frozenset({'23172'})
0.01510940421446258,frozenset({'23264'})
0.01510940421446258,frozenset({'23196'})
0.015058871089999495,frozenset({'21980'})
0.01500833796553641,frozenset({'22109'})
0.014856738592147152,frozenset({'21703'})
0.014856738592147152,frozenset({'23323'})
0.014806205467684066,frozenset({'23265'})
0.014806205467684066,frozenset({'22378'})
0.014755672343220982,frozenset({'72741'})
0.014705139218757896,frozenset({'82567'})
0.014705139218757896,frozenset({'22980'})
0.01465460609429481,frozenset({'16237'})
0.01465460609429481,frozenset({'22751'})
0.01465460609429481,frozenset({'22327'})
0.01465460609429481,frozenset({'22817'})
0.014604072969831725,frozenset({'22227'})
0.014553539845368639,frozenset({'22716'})
0.014503006720905553,frozenset({'23332'})
0.014503006720905553,frozenset({'21329'})
0.014452473596442469,frozenset({'21259'})
0.014250341098590125,frozenset({'23367'})
0.01419980797412704,frozenset({'23191'})
0.01409874172520087,frozenset({'22110'})
0.014048208600737784,frozenset({'23052'})
0.014048208600737784,frozenset({'23234'})
0.013997675476274698,frozenset({'23076'})
0.013947142351811612,frozenset({'23570'})
0.013846076102885442,frozenset({'21509'})
0.013795542978422356,frozenset({'22602'})
0.01374500985395927,frozenset({'22419'})
0.013694476729496185,frozenset({'21981'})
0.013643943605033099,frozenset({'22819'})
0.013643943605033099,frozenset({'22361'})
0.013542877356106929,frozenset({'22815'})
0.013542877356106929,frozenset({'20983'})
0.013492344231643843,frozenset({'23177'})
0.013492344231643843,frozenset({'22798'})
0.013441811107180757,frozenset({'22754'})
0.013441811107180757,frozenset({'22995'})
0.013441811107180757,frozenset({'22816'})
0.0132902117337915,frozenset({'20978'})
0.013239678609328415,frozenset({'21507'})
0.013239678609328415,frozenset({'22028'})
0.013239678609328415,frozenset({'20970'})
0.01318914548486533,frozenset({'21257'})
0.01318914548486533,frozenset({'85048'})
0.01318914548486533,frozenset({'85199S'})
0.013138612360402244,frozenset({'23534'})
0.012936479862549902,frozenset({'22156'})
0.012936479862549902,frozenset({'23229'})
0.012885946738086816,frozenset({'23158'})
0.012885946738086816,frozenset({'22358'})
0.012885946738086816,frozenset({'22301'})
0.012885946738086816,frozenset({'23110'})
0.01283541361362373,frozenset({'22571'})
0.012734347364697559,frozenset({'21810'})
0.012633281115771389,frozenset({'22653'})
0.012532214866845217,frozenset({'21704'})
0.012532214866845217,frozenset({'21098'})
0.012481681742382131,frozenset({'22580'})
0.012431148617919045,frozenset({'23083'})
0.012431148617919045,frozenset({'23012'})
0.012380615493455961,frozenset({'23310'})
0.012330082368992875,frozenset({'21716'})
0.012330082368992875,frozenset({'22818'})
0.01227954924452979,frozenset({'21787'})
0.012229016120066704,frozenset({'22064'})
0.012229016120066704,frozenset({'22065'})
0.012178482995603618,frozenset({'23112'})
0.012178482995603618,frozenset({'21411'})
0.012178482995603618,frozenset({'23005'})
0.012077416746677448,frozenset({'51014A'})
0.012026883622214362,frozenset({'22329'})
0.011976350497751276,frozenset({'22965'})
0.011875284248825104,frozenset({'22814'})
0.011774217999898935,frozenset({'22741'})
0.011723684875435849,frozenset({'21967'})
0.011723684875435849,frozenset({'23368'})
0.011723684875435849,frozenset({'21890'})
0.011572085502046591,frozenset({'21718'})
0.011471019253120421,frozenset({'21786'})
0.011471019253120421,frozenset({'22437'})
0.011420486128657335,frozenset({'22374'})
0.01136995300419425,frozenset({'22714'})
0.01136995300419425,frozenset({'85049C'})
0.01136995300419425,frozenset({'23399'})
0.01136995300419425,frozenset({'23089'})
0.01136995300419425,frozenset({'22076'})
0.011268886755268078,frozenset({'85227'})
0.011268886755268078,frozenset({'23013'})
0.011218353630804992,frozenset({'23292'})
0.011218353630804992,frozenset({'22634'})
0.011218353630804992,frozenset({'22999'})
0.011218353630804992,frozenset({'22574'})
0.011218353630804992,frozenset({'22997'})
0.011167820506341908,frozenset({'22573'})
0.011117287381878822,frozenset({'23382'})
0.011066754257415736,frozenset({'22614'})
0.011066754257415736,frozenset({'22441'})
0.010965688008489564,frozenset({'22753'})
0.010965688008489564,frozenset({'22713'})
0.010864621759563394,frozenset({'20668'})
0.010864621759563394,frozenset({'23535'})
0.010864621759563394,frozenset({'23480'})
0.010814088635100309,frozenset({'23194'})
0.010814088635100309,frozenset({'23312'})
0.010814088635100309,frozenset({'23290'})
0.010814088635100309,frozenset({'21313'})
0.010763555510637223,frozenset({'21508'})
0.010763555510637223,frozenset({'21984'})
0.010763555510637223,frozenset({'22421'})
0.010763555510637223,frozenset({'22024'})
0.010713022386174137,frozenset({'22982'})
0.010662489261711051,frozenset({'21902'})
0.010611956137247965,frozenset({'22943'})
0.010611956137247965,frozenset({'22466'})
0.010561423012784881,frozenset({'23014'})
0.010409823639395624,frozenset({'85131D'})
0.010409823639395624,frozenset({'23426'})
0.010359290514932538,frozenset({'20733'})
0.010359290514932538,frozenset({'22809'})
0.010359290514932538,frozenset({'22422'})
0.010359290514932538,frozenset({'23494'})
0.010359290514932538,frozenset({'23050'})
0.010258224266006368,frozenset({'22800'})
0.01010662489261711,frozenset({'22601'})
0.01010662489261711,frozenset({'22075'})
0.010056091768154024,frozenset({'23434'})
0.010056091768154024,frozenset({'22074'})
0.010056091768154024,frozenset({'21012'})
0.010056091768154024,frozenset({'21832'})
0.010005558643690939,frozenset({'23287'})
0.010005558643690939,frozenset({'22593'})
0.009955025519227854,frozenset({'22300'})
0.009904492394764769,frozenset({'22594'})
0.009904492394764769,frozenset({'72349B'})
0.009853959270301683,frozenset({'23497'})
0.009853959270301683,frozenset({'23366'})
0.009752893021375511,frozenset({'22600'})
0.009702359896912427,frozenset({'85039A'})
0.009702359896912427,frozenset({'23569'})
0.009651826772449341,frozenset({'23285'})
0.00955076052352317,frozenset({'21986'})
0.009399161150133914,frozenset({'22597'})
0.009399161150133914,frozenset({'23212'})
0.009399161150133914,frozenset({'21774'})
0.009399161150133914,frozenset({'22975'})
0.009399161150133914,frozenset({'85040A'})
0.009348628025670828,frozenset({'23371'})
0.009298094901207742,frozenset({'22357'})
0.009298094901207742,frozenset({'23007'})
0.009298094901207742,frozenset({'85049H'})
0.00919702865228157,frozenset({'84828'})
0.0090959624033554,frozenset({'22338'})
0.009045429278892314,frozenset({'22107'})
0.009045429278892314,frozenset({'22135'})
0.008994896154429229,frozenset({'22758'})
0.008893829905503057,frozenset({'23378'})
0.008843296781039971,frozenset({'22544'})
0.008792763656576887,frozenset({'23345'})
0.008792763656576887,frozenset({'21544'})
0.008742230532113801,frozenset({'22576'})
0.008742230532113801,frozenset({'22209'})
0.008742230532113801,frozenset({'21906'})
0.008691697407650715,frozenset({'85131B'})
0.008691697407650715,frozenset({'85039B'})
0.008590631158724544,frozenset({'22651'})
0.008540098034261458,frozenset({'23365'})
0.008489564909798374,frozenset({'16235'})
0.008489564909798374,frozenset({'21833'})
0.008439031785335288,frozenset({'22199'})
0.008439031785335288,frozenset({'22091'})
0.008439031785335288,frozenset({'21383'})
0.008388498660872202,frozenset({'21224'})
0.008337965536409116,frozenset({'84031A'})
0.008337965536409116,frozenset({'21620'})
0.008337965536409116,frozenset({'22890'})
0.00828743241194603,frozenset({'23053'})
0.00828743241194603,frozenset({'21258'})
0.00828743241194603,frozenset({'22224'})
0.008236899287482944,frozenset({'22757'})
0.008236899287482944,frozenset({'22984'})
0.008236899287482944,frozenset({'21471'})
0.00818636616301986,frozenset({'22134'})
0.00818636616301986,frozenset({'22154'})
0.00818636616301986,frozenset({'23051'})
0.008135833038556774,frozenset({'22586'})
0.008085299914093689,frozenset({'22026'})
0.008085299914093689,frozenset({'21905'})
0.007933700540704431,frozenset({'23280'})
0.007933700540704431,frozenset({'22167'})
0.007883167416241347,frozenset({'20665'})
0.007832634291778261,frozenset({'23376'})
0.007832634291778261,frozenset({'21983'})
0.007782101167315175,frozenset({'21123'})
0.007782101167315175,frozenset({'22914'})
0.007731568042852089,frozenset({'22099'})
0.007681034918389004,frozenset({'21947'})
0.007681034918389004,frozenset({'23213'})
0.0076305017939259185,frozenset({'23340'})
0.0076305017939259185,frozenset({'23370'})
0.0076305017939259185,frozenset({'21356'})
0.007579968669462833,frozenset({'22566'})
0.007579968669462833,frozenset({'22372'})
0.007529435544999748,frozenset({'22186'})
0.007529435544999748,frozenset({'51014L'})
0.007478902420536662,frozenset({'22565'})
0.007478902420536662,frozenset({'22116'})
0.007428369296073576,frozenset({'84568'})
0.007428369296073576,frozenset({'23372'})
0.007377836171610491,frozenset({'22165'})
0.007377836171610491,frozenset({'23506'})
0.007377836171610491,frozenset({'23299'})
0.007327303047147405,frozenset({'15039'})
0.007276769922684319,frozenset({'22608'})
0.007276769922684319,frozenset({'21949'})
0.007276769922684319,frozenset({'22650'})
0.007226236798221234,frozenset({'22068'})
0.007226236798221234,frozenset({'22976'})
0.007226236798221234,frozenset({'23526'})
0.0071757036737581485,frozenset({'22155'})
0.0071757036737581485,frozenset({'23093'})
0.0071757036737581485,frozenset({'21015'})
0.0071757036737581485,frozenset({'85038'})
0.007074637424831978,frozenset({'22478'})
0.007074637424831978,frozenset({'85032C'})
0.007074637424831978,frozenset({'85178'})
0.007024104300368892,frozenset({'22821'})
0.006973571175905806,frozenset({'21616'})
0.006923038051442721,frozenset({'22362'})
0.006923038051442721,frozenset({'22948'})
0.006872504926979635,frozenset({'23551'})
0.006872504926979635,frozenset({'72800E'})
0.006821971802516549,frozenset({'21615'})
0.006821971802516549,frozenset({'22592'})
0.006821971802516549,frozenset({'22977'})
0.0067209055535903785,frozenset({'23377'})
0.0067209055535903785,frozenset({'22121'})
0.0067209055535903785,frozenset({'22446'})
0.006670372429127293,frozenset({'21650'})
0.006619839304664208,frozenset({'35953'})
0.006619839304664208,frozenset({'22153'})
0.006619839304664208,frozenset({'20985'})
0.006619839304664208,frozenset({'22717'})
0.006619839304664208,frozenset({'23437'})
0.006569306180201122,frozenset({'22025'})
0.006569306180201122,frozenset({'23054'})
0.006569306180201122,frozenset({'23334'})
0.006518773055738036,frozenset({'22396'})
0.006468239931274951,frozenset({'85059'})
0.006468239931274951,frozenset({'35648'})
0.006468239931274951,frozenset({'22342'})
0.006468239931274951,frozenset({'22340'})
0.006468239931274951,frozenset({'22279'})
0.006367173682348779,frozenset({'21126'})
0.006367173682348779,frozenset({'22420'})
0.006367173682348779,frozenset({'23369'})
0.006367173682348779,frozenset({'84519B'})
0.0062661074334226085,frozenset({'23559'})
0.006215574308959523,frozenset({'22599'})
0.006215574308959523,frozenset({'22703'})
0.006165041184496438,frozenset({'22163'})
0.006114508060033352,frozenset({'23380'})
0.006114508060033352,frozenset({'22309'})
0.006114508060033352,frozenset({'47310M'})
0.006063974935570266,frozenset({'23508'})
0.006063974935570266,frozenset({'23510'})
0.006013441811107181,frozenset({'23274'})
0.006013441811107181,frozenset({'21677'})
0.005912375562181009,frozenset({'21408'})
0.005912375562181009,frozenset({'23314'})
0.005861842437717924,frozenset({'23552'})
0.005861842437717924,frozenset({'22070'})
0.005861842437717924,frozenset({'22190'})
0.005861842437717924,frozenset({'84559A'})
0.0058113093132548385,frozenset({'22701'})
0.0058113093132548385,frozenset({'22928'})
0.005710243064328668,frozenset({'23392'})
0.005710243064328668,frozenset({'20986'})
0.005659709939865582,frozenset({'21813'})
0.005659709939865582,frozenset({'23501'})
0.005609176815402496,frozenset({'21528'})
0.005609176815402496,frozenset({'21739'})
0.005558643690939411,frozenset({'22905'})
0.005558643690939411,frozenset({'85114C'})
0.005558643690939411,frozenset({'21675'})
0.005457577442013239,frozenset({'22763'})
0.005457577442013239,frozenset({'22811'})
0.005407044317550154,frozenset({'22261'})
0.005305978068623983,frozenset({'21945'})
0.005305978068623983,frozenset({'22308'})
0.005305978068623983,frozenset({'47563A'})
0.005255444944160898,frozenset({'22260'})
0.005255444944160898,frozenset({'21467'})
0.005255444944160898,frozenset({'23220'})
0.005204911819697812,frozenset({'23375'})
0.005204911819697812,frozenset({'22922'})
0.005204911819697812,frozenset({'21680'})
0.005204911819697812,frozenset({'21125'})
0.005204911819697812,frozenset({'21942'})
0.005204911819697812,frozenset({'23009'})
0.005154378695234726,frozenset({'16225'})
0.005154378695234726,frozenset({'22615'})
0.005154378695234726,frozenset({'23357'})
0.005103845570771641,frozenset({'21064'})
0.005103845570771641,frozenset({'17084N'})
0.005103845570771641,frozenset({'21201'})
0.005103845570771641,frozenset({'21642'})
0.005053312446308555,frozenset({'22129'})
0.005053312446308555,frozenset({'21812'})
0.005053312446308555,frozenset({'35964'})
0.005053312446308555,frozenset({'22277'})
0.005053312446308555,frozenset({'35095A'})
0.005002779321845469,frozenset({'84598'})
0.005002779321845469,frozenset({'23498'})
0.005002779321845469,frozenset({'23435'})
0.022234574763757644,frozenset({'71459'})
0.017534994188690686,frozenset({'84945'})
0.016776997321744404,frozenset({'22151'})
0.013239678609328415,frozenset({'21108'})
0.009853959270301683,frozenset({'22807'})
0.009348628025670828,frozenset({'22915'})
0.029410278437515792,frozenset({'22328'})
0.02885441406842185,frozenset({'22556'})
0.011976350497751276,frozenset({'23389'})
0.008236899287482944,frozenset({'23390'})
0.007782101167315175,frozenset({'23388'})
0.10051038455707717,frozenset({'22423'})
0.03870837333872353,frozenset({'22698'})
0.0311284046692607,frozenset({'48138'})
0.027338420334529285,frozenset({'15056N'})
0.02536762848046895,frozenset({'21523'})
0.017636060437616858,frozenset({'21877'})
0.015463136085704179,frozenset({'23350'})
0.010005558643690939,frozenset({'22465'})
0.007529435544999748,frozenset({'16169E'})
0.006872504926979635,frozenset({'22539'})
0.0067209055535903785,frozenset({'22314'})
0.005508110566476325,frozenset({'23438'})
0.005103845570771641,frozenset({'22215'})
0.06498559805952803,frozenset({'22383'})
0.0307746727980191,frozenset({'82583'})
0.024053767244428724,frozenset({'23356'})
0.022082975390368388,frozenset({'21668'})
0.02066804790540199,frozenset({'21672'})
0.01955631916721411,frozenset({'21238'})
0.018949921673657083,frozenset({'21670'})
0.018646722926878568,frozenset({'21671'})
0.018444590429026228,frozenset({'21673'})
0.015362069836778009,frozenset({'21242'})
0.014553539845368639,frozenset({'22896'})
0.014351407347516297,frozenset({'22895'})
0.013896609227348526,frozenset({'22738'})
0.01136995300419425,frozenset({'21714'})
0.011268886755268078,frozenset({'22736'})
0.009853959270301683,frozenset({'22805'})
0.006872504926979635,frozenset({'22735'})
0.0615493455960382,frozenset({'22386'})
0.055586436909394105,frozenset({'82482'})
0.05508110566476325,frozenset({'22384'})
0.0482591338622467,frozenset({'22077'})
0.04361008641164283,frozenset({'20712'})
0.04214462580221335,frozenset({'22722'})
0.03931477083228056,frozenset({'21754'})
0.03613118399110617,frozenset({'22624'})
0.03400879276365658,frozenset({'21171'})
