CustomerNo,TotalQuantity,TotalPrice
13798.0,23948,248927.53000000003
14911.0,80383,914633.52
13599.0,3292,33550.0
14435.0,2,12.38
17491.0,2013,20737.080000000005
14621.0,993,9385.810000000001
12955.0,3664,36287.4
15439.0,1747,11119.98
13536.0,2136,21238.91
13026.0,1620,15401.16
17405.0,726,7674.739999999999
15208.0,426,5413.25
16794.0,936,9013.380000000001
17144.0,483,5025.54
17675.0,8359,97116.99
16401.0,3882,36723.86
15156.0,597,5097.0599999999995
17530.0,1788,19622.35
17949.0,30450,348200.27
13318.0,304,2903.18
13077.0,863,8520.32
14606.0,6205,72822.37999999999
14702.0,1454,17333.93
15796.0,860,10326.489999999998
12720.0,4636,48257.01999999999
12583.0,5028,56248.77
14708.0,621,6227.329999999999
16539.0,930,8567.960000000001
12828.0,494,4974.539999999999
12912.0,670,5512.84
13089.0,31110,354882.55
17503.0,486,4215.73
14397.0,1890,19764.280000000002
17017.0,6684,71541.05
16458.0,2154,18571.379999999997
13949.0,2971,30393.340000000004
14141.0,355,4112.4
14910.0,238,2348.789999999999
13743.0,1811,18820.77
14794.0,673,6267.629999999999
17511.0,64549,639006.19
14769.0,7435,85049.39
12826.0,1055,10393.34
13023.0,1355,12316.55
17091.0,1746,17273.64
17049.0,2673,29252.41
16817.0,822,9354.49
15969.0,124,1685.2999999999997
13267.0,1969,22997.089999999997
13882.0,953,8586.57
16191.0,3707,42693.159999999996
15568.0,982,11351.97
17238.0,1821,19801.69
17412.0,738,7409.18
13685.0,5061,51381.950000000004
18219.0,885,10469.519999999999
17835.0,348,2992.59
13668.0,3742,42658.09
16000.0,5110,31630.9
15984.0,1843,17846.589999999997
16678.0,2397,24951.940000000002
14534.0,2046,23311.07
14527.0,2087,26090.68
15195.0,1404,8690.76
17232.0,203,1286.72
15136.0,776,7528.039999999999
17042.0,994,10745.62
12839.0,3807,39680.04
15750.0,1786,18837.8
14087.0,251,1700.9900000000002
18272.0,2050,22758.629999999997
15498.0,6105,70473.34
18237.0,622,6911.94
16393.0,1576,14775.12
17590.0,826,8931.820000000002
14904.0,1985,15133.16
16368.0,260,2435.21
18092.0,4252,51683.719999999994
18273.0,80,892.3999999999999
17434.0,5130,64654.95
12950.0,1380,9659.92
13870.0,1325,15732.679999999998
14132.0,3368,35399.630000000005
14204.0,82,507.58
14085.0,3256,34465.37
17602.0,4151,42935.990000000005
16426.0,1242,12094.43
15471.0,266,1640.1600000000003
17266.0,161,1239.4
12747.0,1275,15438.200000000003
14395.0,1693,19410.300000000003
15701.0,923,9618.3
15525.0,694,7941.459999999999
13534.0,2963,25912.69
16779.0,5325,60182.93
13767.0,7955,98939.8
12615.0,1362,14117.799999999997
16525.0,7397,84842.98000000001
17870.0,1529,15581.09
13769.0,1163,13953.189999999999
14032.0,2032,22796.670000000002
12471.0,8104,91010.72
12347.0,3971,38321.9
14189.0,3937,42353.5
12783.0,611,6599.98
12569.0,1747,19139.070000000003
16672.0,2832,36868.58
13756.0,3188,35456.83
17735.0,8439,80240.90000000001
17449.0,1124,13054.8
15883.0,223,1813.5600000000002
17097.0,459,4469.699999999999
15298.0,3116,32596.3
12935.0,1853,19074.18
16197.0,12,74.93
16929.0,929,8767.080000000002
12766.0,3627,40429.880000000005
17728.0,1469,15663.119999999999
12716.0,1371,15550.619999999999
14140.0,811,7784.539999999999
17666.0,596,5553.68
17739.0,866,10669.07
13694.0,63860,646116.78
12584.0,413,5498.409999999999
15748.0,56,706.7800000000001
12749.0,1470,17525.86
12478.0,233,1547.8700000000003
12682.0,5418,58286.29
13754.0,1193,9519.51
14737.0,564,8004.790000000001
12723.0,433,3772.9399999999996
13709.0,3516,40338.64
17593.0,3095,31509.620000000003
12877.0,1178,12768.099999999999
16013.0,15845,194081.07
14562.0,1834,22293.9
16015.0,908,8419.03
15992.0,17,105.23
13994.0,940,11786.41
14547.0,2668,25946.55
16949.0,1252,16665.449999999997
16133.0,8887,99873.97
15157.0,2392,24102.21
15318.0,642,4119.78
17884.0,854,8144.14
14825.0,1425,15790.689999999999
14418.0,2785,28750.33
16764.0,1259,13261.43
18005.0,92,806.3500000000001
16790.0,898,9359.229999999998
17914.0,473,2957.59
18283.0,1395,12114.61
15061.0,28920,333977.12
14735.0,2263,24485.89
17744.0,3680,34337.59
14071.0,957,10502.310000000001
17250.0,168,1487.43
14113.0,745,8344.48
17346.0,1657,16694.78
14121.0,2082,18803.6
16620.0,88,776.02
12971.0,9289,100914.98
16979.0,865,10287.810000000001
15907.0,508,4766.57
16353.0,2005,24551.09
13755.0,1404,15927.96
14110.0,2457,27970.589999999997
17481.0,1061,10079.000000000002
13199.0,6175,69775.95999999999
17290.0,403,2598.72
16528.0,171,1089.89
13881.0,10118,111928.38
16313.0,165,1498.8300000000002
13104.0,504,5505.24
13507.0,1597,16866.39
16495.0,352,3277.3500000000004
18225.0,3244,34304.979999999996
13225.0,3419,31305.92
14503.0,2004,20398.81
14871.0,185,1933.0099999999998
17705.0,963,9594.0
16143.0,919,11275.010000000002
14907.0,1693,18872.61
12442.0,181,1297.84
14673.0,1004,10324.539999999999
16016.0,620,6894.899999999999
14572.0,1428,17276.670000000002
17119.0,333,3844.7900000000004
14868.0,1405,15651.899999999998
15822.0,375,3420.6299999999997
12417.0,1527,17859.879999999997
14216.0,593,5248.0
16076.0,1435,16260.48
15194.0,5703,61262.549999999996
12820.0,1092,12348.48
14293.0,709,6579.12
12989.0,2943,36804.07
16569.0,93,575.67
13078.0,5630,64169.67
12362.0,2188,24367.78
17730.0,3576,39898.7
16201.0,1377,12822.060000000001
17861.0,1988,20308.57
16983.0,3028,25193.989999999998
16711.0,797,7942.64
12650.0,250,1590.7
18154.0,255,2363.5800000000004
14282.0,2668,24948.46
13323.0,175,1764.15
14578.0,240,1484.85
15023.0,2862,34039.549999999996
16987.0,402,5260.91
17883.0,379,2874.51
15730.0,2546,22959.890000000003
14075.0,754,7542.58
18180.0,1721,17879.320000000003
13417.0,162,1553.0199999999998
15358.0,7050,77004.69
18223.0,2945,33450.549999999996
12782.0,1072,12179.67
13126.0,2143,21919.320000000003
15572.0,1229,14258.73
12646.0,1445,15251.150000000001
17402.0,700,9185.49
16513.0,453,5126.109999999999
14931.0,416,4651.5
15628.0,1895,21880.24
14194.0,6243,71834.95000000001
15392.0,1277,13495.12
17526.0,413,4540.2699999999995
12925.0,540,4826.719999999999
12841.0,3182,36652.08
16149.0,308,2801.96
16642.0,542,5042.950000000001
15290.0,4500,48622.76000000001
16811.0,520,5234.629999999998
12610.0,2005,18853.03
13612.0,848,5521.150000000001
14759.0,569,5406.5099999999975
16500.0,1033,13566.05
16873.0,3840,39748.71
15053.0,986,8200.88
17006.0,271,2983.0400000000004
12913.0,1417,11059.79
16682.0,1040,10942.8
16360.0,2144,23019.420000000006
17579.0,258,2537.87
14060.0,5386,60410.58000000001
14649.0,1018,10004.95
16746.0,4656,45478.83
15033.0,1693,19022.559999999998
12381.0,797,9136.369999999999
17254.0,252,1596.47
16910.0,886,9256.83
13311.0,307,3519.03
16904.0,2022,22395.270000000004
17857.0,14822,168410.97999999998
14083.0,789,7546.77
12628.0,445,4386.39
14401.0,4507,48573.99999999999
16851.0,271,2779.46
17706.0,3899,47278.36
15854.0,772,9317.08
15621.0,501,4544.65
14696.0,1630,17629.03
17090.0,1405,17018.68
17811.0,4176,48404.19
16592.0,5834,68601.81
17218.0,958,10829.63
15856.0,11002,119379.62
15097.0,170,1048.8799999999999
16684.0,49955,528587.3400000001
15031.0,401,4446.55
18044.0,1033,12118.39
17920.0,2514,27223.760000000002
16674.0,193,2253.8300000000004
15640.0,6971,77068.25
17817.0,67,803.34
16200.0,523,4597.12
18015.0,157,1013.0900000000001
18198.0,4074,46294.34
13001.0,5505,63683.149999999994
13083.0,187,1932.58
16968.0,326,2651.1900000000005
17683.0,2,14.48
13305.0,1232,13825.789999999999
17676.0,932,8864.620000000003
16379.0,1410,14158.48
15550.0,295,2969.330000000001
12994.0,459,4740.059999999999
16597.0,184,1127.9199999999998
13790.0,748,4579.840000000001
13173.0,453,4861.139999999999
15690.0,408,3588.24
16600.0,1145,10645.83
13230.0,1665,18287.829999999998
17699.0,2,14.48
14219.0,78,564.72
17404.0,32744,365681.2
12683.0,4934,55540.22
12709.0,3921,47631.61
13021.0,1352,15085.05
18030.0,67,747.5399999999998
12715.0,200,2000.4500000000005
12367.0,173,1268.6
14608.0,437,5412.57
13079.0,62,758.1
14739.0,5106,58681.03999999999
14629.0,380,3846.2300000000005
15274.0,619,5812.22
13985.0,3447,35035.54
15724.0,75,983.9499999999999
15932.0,2325,24497.719999999998
14096.0,16334,177814.26
15145.0,756,8224.890000000001
16729.0,8235,78722.12
17383.0,150,925.6399999999999
17732.0,109,1241.34
16326.0,709,9367.79
18065.0,1027,11673.68
12952.0,653,7084.0599999999995
16438.0,463,5084.2699999999995
17629.0,1628,17230.360000000004
13838.0,262,2785.96
13558.0,344,3640.5799999999995
14354.0,210,1755.3
16561.0,244,2465.0299999999997
17618.0,1636,21151.1
17858.0,2773,32418.879999999997
13596.0,406,2563.69
14720.0,219,2363.4500000000003
16283.0,1234,13460.59
13822.0,611,6354.8099999999995
13153.0,769,8860.12
17114.0,219,2812.3100000000004
12827.0,197,2154.89
13808.0,782,8921.779999999997
14583.0,792,8014.5
16033.0,3537,43809.54
15773.0,311,1976.54
17131.0,983,10051.129999999997
14546.0,1317,14354.119999999997
16931.0,3158,34339.07
13956.0,491,5705.06
17936.0,263,1649.9399999999998
15867.0,2035,23270.0
13319.0,4724,55079.03
17508.0,1092,13280.47
12719.0,370,3193.46
12560.0,1098,11335.820000000002
12673.0,715,7908.159999999999
14456.0,2871,28949.64
16905.0,1405,16605.09
17750.0,3906,40650.84000000001
17954.0,2234,23168.010000000002
17173.0,1122,11164.169999999998
13435.0,2129,24028.860000000004
13519.0,962,6273.639999999999
17521.0,520,6066.6900000000005
17827.0,1256,13424.139999999998
13704.0,1531,17522.690000000002
13630.0,1391,15566.720000000001
16535.0,356,2188.49
13736.0,497,4374.55
14658.0,47,460.9599999999999
14102.0,961,9737.340000000002
12724.0,439,4346.39
16988.0,43,259.71999999999997
12490.0,3033,30866.64
17537.0,716,8193.56
17157.0,172,1644.1599999999999
14895.0,4851,57562.840000000004
13297.0,971,10774.780000000002
12684.0,1973,21663.16
14146.0,3523,32019.310000000005
17183.0,1296,15203.129999999997
14148.0,129,1020.5100000000002
16150.0,1053,12533.810000000001
12364.0,1625,15842.75
12762.0,1223,9736.920000000002
13183.0,2208,25382.46
14897.0,962,11719.29
12558.0,196,1213.2400000000002
17942.0,38,235.22
12700.0,2944,30043.5
12856.0,1079,12237.51
18097.0,1686,18253.740000000005
13495.0,829,9963.32
17386.0,1902,17650.059999999998
18282.0,103,1044.8600000000001
14126.0,507,3074.67
14292.0,1543,17931.26
16440.0,2018,20821.14
16899.0,1084,12279.590000000002
17495.0,231,2339.9499999999994
14092.0,2066,23915.739999999998
16333.0,32184,349966.23999999993
14688.0,3621,39668.7
13705.0,363,3739.41
16038.0,244,2843.2
16759.0,610,5102.8499999999985
18144.0,1341,15681.220000000003
12587.0,50,309.5
15547.0,4308,48423.01999999999
16474.0,941,10938.97
13560.0,64,393.46
15123.0,1195,10496.860000000002
12704.0,988,10975.869999999999
14428.0,436,5198.4400000000005
12695.0,1472,18421.260000000002
17611.0,2560,28957.75
14594.0,185,2016.9600000000003
17221.0,288,2330.1700000000005
15539.0,410,2592.05
13780.0,330,2926.61
15769.0,29672,204746.44
17086.0,1892,17903.750000000004
14023.0,345,3072.97
15271.0,1262,14713.710000000001
16103.0,558,7160.06
18055.0,2455,29532.6
12970.0,310,2042.0899999999997
14250.0,1200,11971.93
15570.0,2067,24100.68
18245.0,1788,18187.059999999998
13969.0,4542,46665.350000000006
14560.0,1260,14370.680000000002
13458.0,5508,62678.34000000001
17686.0,2478,26591.23
15078.0,5105,44586.91
17567.0,2632,29487.550000000003
13017.0,48,297.12
12962.0,129,1224.13
13953.0,2724,29945.4
14493.0,1285,12887.71
14865.0,108,1108.8
13884.0,300,3344.5699999999997
13868.0,1964,14315.02
13309.0,1544,14579.470000000003
16366.0,340,3485.0500000000006
13367.0,1871,11971.08
16989.0,1234,13447.79
14369.0,19,117.61
18174.0,50,309.5
16359.0,1183,14349.99
14788.0,421,3757.48
17584.0,458,4593.87
14031.0,5694,74320.62
15687.0,1310,15455.189999999997
15951.0,313,3113.3300000000004
16909.0,466,5041.6900000000005
16839.0,8975,100974.75
13854.0,2296,30706.239999999994
12572.0,446,4389.56
12901.0,23075,244287.79
13509.0,1105,11667.429999999998
15101.0,241,1910.97
16938.0,2537,27501.48
16496.0,1161,12232.529999999999
16145.0,3123,34302.13
13040.0,355,3244.4500000000003
15993.0,2137,22341.879999999997
16700.0,4024,41255.13
16701.0,6393,67187.76999999999
14243.0,1508,18738.799999999996
14804.0,121,747.7900000000001
13159.0,1059,10940.73
16376.0,694,7856.28
14047.0,381,4384.15
14289.0,292,3789.4799999999996
17937.0,1754,20984.9
15172.0,1610,15752.320000000003
15021.0,855,9914.9
17381.0,25649,281942.68
14178.0,1503,14659.929999999998
15380.0,376,4996.42
12951.0,504,5184.5599999999995
14659.0,1195,13524.009999999998
14869.0,550,5187.13
13090.0,2262,31264.75
16156.0,1308,15226.15
14960.0,221,1477.7900000000002
12963.0,881,9224.719999999998
18122.0,1224,12291.25
14298.0,58343,636167.17
14367.0,4438,45721.08
17768.0,1186,12213.36
14287.0,261,2577.51
15862.0,733,8828.130000000001
17450.0,69993,891438.53
18077.0,1878,21100.58
15434.0,1839,21948.78
14309.0,1633,17912.71
16966.0,1981,19152.739999999998
17321.0,412,5008.89
15060.0,262,1734.68
12919.0,673,6597.839999999999
15500.0,569,6023.380000000001
16813.0,1525,15480.35
15028.0,459,4978.06
17014.0,245,2359.41
15602.0,1141,12011.34
14262.0,1645,17658.9
17115.0,372,3440.0299999999997
14732.0,1405,15954.33
17293.0,1140,12871.259999999998
15904.0,84,519.96
15373.0,499,7025.1
16119.0,358,4293.6900000000005
15144.0,3050,33408.08
16789.0,32,198.07999999999998
16242.0,1982,18316.84
16169.0,1325,13137.150000000003
15948.0,567,5929.1399999999985
14440.0,588,7362.739999999999
17350.0,795,8210.369999999999
14766.0,1349,15056.720000000001
14299.0,2150,25087.199999999997
12115.0,2098,14211.470000000001
14655.0,1141,11411.539999999999
16011.0,2042,23278.79
12553.0,2927,33396.7
12664.0,1188,14394.660000000002
13124.0,2320,26146.0
12562.0,1754,15925.470000000001
17576.0,1994,23034.86
17426.0,3094,33313.03
15531.0,1105,11625.71
17566.0,518,4798.32
14432.0,2070,22635.29
15903.0,2410,28565.840000000004
16295.0,1258,14661.48
15113.0,2385,22924.45
18058.0,88,544.72
12787.0,258,2723.0800000000004
12488.0,526,5085.3600000000015
12953.0,84,519.96
13784.0,2493,27892.46
15414.0,442,4182.880000000002
12957.0,2549,26663.120000000003
12537.0,5,30.950000000000003
14062.0,5413,58384.630000000005
13658.0,1015,10373.479999999998
14540.0,421,4560.11
12546.0,856,8893.83
15073.0,491,5659.439999999999
13203.0,800,8127.889999999999
12630.0,542,5082.9
15782.0,864,10445.300000000003
14156.0,57845,694965.02
16241.0,1453,15037.54
12557.0,4984,46887.02
14755.0,2236,25430.97
15039.0,9200,100664.72
16115.0,1001,11352.63
16657.0,1228,12127.399999999998
15394.0,910,8628.159999999998
13647.0,895,8731.199999999999
15024.0,920,10209.759999999998
18241.0,1051,12303.97
16062.0,800,8469.79
14963.0,1176,11992.029999999999
12598.0,1952,22050.660000000003
14893.0,799,5159.59
16361.0,421,4873.44
15152.0,2704,29483.429999999997
15611.0,502,6183.16
12966.0,75,543.0
14005.0,2568,23383.989999999998
13012.0,1398,18251.33
15654.0,542,5861.02
17502.0,1253,15611.6
13255.0,177,1773.4699999999998
18230.0,1316,15495.400000000001
14618.0,262,2361.3599999999997
15680.0,981,10237.070000000002
16712.0,1746,19699.36
14448.0,104,804.8999999999999
15712.0,486,5377.669999999999
14694.0,523,3509.62
15467.0,310,3348.4
15740.0,299,3799.9900000000002
12528.0,740,8395.339999999998
13362.0,1382,15072.099999999999
14751.0,143,928.72
17911.0,223,1517.1200000000001
12779.0,2787,34260.57000000001
15251.0,6171,70145.45
17737.0,108,985.9200000000001
14258.0,6980,75235.94
12524.0,4971,57952.31
17787.0,1303,13882.75
17736.0,238,2698.1200000000003
14385.0,160,1180.99
12714.0,3357,33836.55
15046.0,3450,39660.909999999996
17288.0,1203,11055.939999999999
12882.0,246,2397.94
18158.0,354,3170.6199999999994
12921.0,9526,94853.69
18179.0,1360,13570.289999999999
14713.0,1615,17173.739999999998
16915.0,132,1707.1600000000003
16265.0,2659,29207.5
15544.0,3473,37094.270000000004
12429.0,1538,16106.1
15444.0,764,6052.1
13349.0,224,1381.1599999999999
15619.0,136,841.84
15148.0,187,1253.17
12451.0,6660,74247.09
13429.0,1390,13791.640000000001
14961.0,3708,40760.5
14321.0,2617,26875.24
14601.0,449,4955.94
15783.0,212,1312.28
15197.0,469,4634.17
13467.0,950,11291.67
12654.0,260,2934.11
14209.0,1344,17436.44
13928.0,135,1683.76
12375.0,176,1385.9000000000003
16818.0,2165,25298.02
13883.0,1436,14502.179999999997
14180.0,719,11978.6
17772.0,58,385.78000000000003
13496.0,847,10363.970000000001
16289.0,4,24.52
14419.0,487,5377.609999999999
15297.0,951,7259.97
14667.0,5384,58911.95
18118.0,2861,33110.270000000004
17655.0,1116,13209.989999999998
17711.0,246,2218.99
14408.0,1616,18253.02
14866.0,6756,82481.14
12727.0,2068,22770.58
15218.0,3636,38171.06
16352.0,329,2948.0900000000006
16992.0,860,9852.920000000002
15361.0,341,3904.49
14173.0,150,1441.7600000000004
14452.0,119,1019.3300000000002
12627.0,2739,27855.800000000003
13137.0,2226,23605.999999999996
17306.0,11491,120657.72999999998
14550.0,394,3620.44
13014.0,907,11952.660000000002
13657.0,208,1974.5200000000002
14701.0,932,10470.91
16168.0,1892,22754.7
14125.0,1640,17978.929999999997
16479.0,102,701.73
17466.0,306,2729.7200000000003
16782.0,712,8334.77
14785.0,84,537.36
16852.0,56,669.4000000000001
14388.0,2564,27812.02
12464.0,95,1657.98
13999.0,2302,24403.9
15206.0,162,1610.46
14390.0,2138,22773.77
17101.0,815,8454.29
13147.0,144,1767.8400000000001
15239.0,594,5695.99
13428.0,156,979.9800000000001
14824.0,525,4354.099999999999
16549.0,3569,39969.380000000005
15615.0,5508,56739.979999999996
13211.0,874,8825.93
12463.0,770,8933.32
15790.0,114,723.3000000000001
15755.0,1427,16126.41
14711.0,978,12315.08
13068.0,200,1321.0
16471.0,544,4243.69
13198.0,2648,27903.21
16775.0,440,6005.15
14723.0,696,7260.61
12670.0,2007,22266.499999999996
17468.0,116,716.5999999999999
13576.0,2646,32250.43
14349.0,86,551.2099999999999
12798.0,5256,52015.439999999995
17682.0,1447,12084.8
14088.0,12649,152390.56
15089.0,1359,15587.539999999999
12508.0,1788,13121.98
14554.0,1478,15498.68
14836.0,43,469.25000000000006
14512.0,1466,10362.330000000002
14741.0,841,9267.58
17924.0,1160,14059.859999999997
13258.0,706,9077.619999999999
15511.0,271,3340.6099999999997
18229.0,2488,24825.58
12906.0,1749,18246.420000000002
15571.0,264,2965.15
13418.0,3924,44917.55
17031.0,235,1696.1500000000003
17651.0,3137,31376.22
14470.0,193,2097.8999999999996
13914.0,380,3156.39
13081.0,19154,212622.48
12668.0,1599,17865.24
17988.0,43,534.7299999999999
15561.0,267,2568.9699999999993
13758.0,1844,20124.510000000006
15714.0,304,3224.04
13004.0,4822,52053.92999999999
16364.0,280,2552.4100000000008
18041.0,3819,41769.630000000005
17299.0,678,7220.39
15721.0,409,2665.9300000000003
14215.0,1358,12958.919999999998
17852.0,53,333.17
15022.0,543,5556.750000000001
13115.0,1567,15665.800000000003
18096.0,825,8196.939999999999
16094.0,647,6968.41
13590.0,1848,17411.899999999998
17019.0,827,8770.529999999999
16744.0,805,8373.79
14597.0,577,4302.28
16347.0,353,3105.3300000000004
17523.0,872,7216.98
13844.0,196,1213.2400000000002
12479.0,388,2706.5500000000006
12660.0,126,779.94
18101.0,88,770.4399999999999
17419.0,1876,22897.82
15540.0,200,1238.0
17188.0,1328,15261.470000000001
13196.0,1224,13432.45
17379.0,663,4121.820000000001
15838.0,18403,189064.63999999998
13389.0,428,4538.739999999999
14290.0,915,11028.259999999997
16800.0,540,3368.5499999999993
17806.0,727,4530.579999999999
13030.0,394,3663.4199999999996
17359.0,161,996.59
13266.0,4428,46730.21000000001
13950.0,322,3169.8600000000006
17237.0,105,1216.79
15601.0,4983,56946.909999999996
13188.0,24,148.56
13187.0,1496,10146.27
12657.0,1032,8016.62
17929.0,108,1766.7999999999997
14480.0,143,883.0699999999999
14511.0,1131,13011.809999999998
14901.0,661,7671.089999999998
13232.0,1471,17760.13
13571.0,1757,18712.32
16407.0,1124,12621.96
17864.0,810,8605.390000000001
14859.0,671,6047.460000000001
14878.0,888,10544.98
17769.0,1862,20880.89
18145.0,2625,24708.380000000005
17812.0,350,3096.7299999999996
13782.0,371,4170.63
17236.0,496,5520.410000000001
17365.0,4765,51335.57
18156.0,301,2419.5699999999997
15747.0,480,3812.9099999999994
13064.0,516,5540.889999999999
16942.0,811,8497.64
16923.0,3417,38918.36
14577.0,610,7084.59
15351.0,753,8689.599999999999
17068.0,2425,23329.61
13940.0,1151,10167.630000000001
16024.0,378,2517.270000000001
15009.0,642,6796.279999999999
16005.0,300,2655.6200000000003
16877.0,463,5201.01
17411.0,306,3451.94
14954.0,127,858.3100000000002
17885.0,367,3712.36
15514.0,2160,24231.309999999998
18112.0,255,2226.91
13546.0,359,3612.92
15054.0,198,1843.6200000000001
17231.0,2211,25669.559999999998
13610.0,516,6088.93
15987.0,1556,16432.09
15861.0,2544,25419.670000000002
13991.0,997,9113.04
18001.0,363,3649.15
15436.0,613,6627.719999999999
17595.0,232,1961.16
15555.0,4409,46517.26
14093.0,406,2801.64
15117.0,1948,17424.99000000001
13579.0,176,1444.9600000000003
15134.0,887,10074.289999999999
16856.0,145,1432.41
13050.0,3747,42734.59
14703.0,183,1166.37
16719.0,1204,12921.64
15793.0,553,5576.75
17302.0,575,6686.479999999998
12620.0,1178,10989.499999999998
17624.0,554,5100.7
15382.0,4012,40748.55
17385.0,509,5542.389999999999
18172.0,3184,38633.44
12531.0,45,278.55
15737.0,598,6625.779999999998
17348.0,1401,14643.910000000003
12681.0,7457,86451.57999999999
13978.0,315,3337.2799999999997
13746.0,1431,9072.800000000001
15872.0,212,1404.38
13525.0,394,3574.0600000000004
13184.0,1691,18364.35
13589.0,114,975.82
12788.0,4,24.76
14966.0,187,1157.5300000000002
17557.0,306,3099.53
13149.0,1494,16005.259999999998
16327.0,2634,27548.42
13048.0,1238,11121.63
16814.0,2761,34505.8
12438.0,1169,10591.5
13332.0,176,1274.24
14946.0,22,159.28
14111.0,457,3951.4100000000008
13437.0,2591,33736.3
17823.0,6,36.12
17562.0,817,8168.139999999999
17329.0,142,1398.77
16827.0,1255,7901.4
16828.0,60,724.1500000000001
14710.0,378,4258.469999999999
15186.0,602,7480.56
15473.0,672,7633.759999999999
13833.0,1029,7387.6
13256.0,12540,77622.6
13842.0,1779,21479.72
17813.0,790,9461.269999999999
15844.0,1331,9141.68
12845.0,205,2461.6000000000004
15847.0,450,5009.53
14332.0,495,5903.35
15594.0,977,11425.330000000002
12421.0,478,5091.65
13277.0,176,1381.84
15270.0,1521,15379.189999999999
12494.0,698,7273.179999999999
14539.0,429,2977.89
15632.0,2109,23176.15
14987.0,128,1219.2
16596.0,106,1046.23
17139.0,5182,52971.44
17228.0,1532,16008.42
15482.0,5019,50403.34
14607.0,10734,107942.72
13638.0,93,575.6700000000001
13588.0,2606,28142.280000000002
16173.0,575,6456.089999999998
16157.0,347,3167.1899999999996
16189.0,134,1391.7199999999998
15034.0,2422,27696.3
16271.0,1037,9570.369999999999
17671.0,772,8030.799999999999
17133.0,2795,32885.99
15005.0,4245,46073.44
12388.0,1462,16632.029999999995
12757.0,3202,32617.48
16482.0,346,2141.74
16824.0,236,2317.08
12476.0,2357,26116.98
15858.0,1173,12964.21
15502.0,4246,49213.67
12784.0,298,2033.17
