support,itemsets,len
0.02885441406842185,[1587],1
0.021324978523422102,[1591],1
0.011268886755268078,[1593],1
0.013088079235939158,[1594],1
0.04214462580221335,[1580],1
0.013896609227348526,[1595],1
0.014452473596442469,[1548],1
0.011066754257415736,[1530],1
0.01985951791399262,[1493],1
0.02420536661781798,[1494],1
0.011218353630804992,[1495],1
0.010005558643690939,[1497],1
0.016675931072818232,[1498],1
0.013997675476274698,[1505],1
0.017787659811006114,[1506],1
0.019808984789529537,[1507],1
0.010258224266006368,[1509],1
0.023598969124260953,[1512],1
0.01046035676385871,[1534],1
0.012633281115771389,[1513],1
0.03572691899540149,[1517],1
0.020971246652180503,[1519],1
0.03446359088382435,[1520],1
0.0227399060083885,[1521],1
0.018242457931173885,[1523],1
0.05644550002526656,[1524],1
0.023447369750871697,[1525],1
0.017433927939764515,[1526],1
0.011824751124362019,[1527],1
0.015210470463388751,[1528],1
0.01657486482389206,[1514],1
0.027742685330233968,[1717],1
0.016069533579261205,[1596],1
0.010409823639395624,[1600],1
0.010258224266006368,[1654],1
0.011117287381878822,[1655],1
0.023952700995502552,[1658],1
0.010359290514932538,[1663],1
0.01101622113295265,[1667],1
0.011875284248825104,[1668],1
0.013542877356106929,[1669],1
0.013441811107180757,[1670],1
0.01465460609429481,[1671],1
0.012330082368992875,[1672],1
0.013492344231643843,[1652],1
0.013643943605033099,[1673],1
0.033250795896710296,[1689],1
0.010157158017080196,[1692],1
0.013694476729496185,[1693],1
0.010814088635100309,[1694],1
0.02102177977664359,[1697],1
0.015968467330335034,[1698],1
0.014048208600737784,[1699],1
0.019000454798120167,[1700],1
0.017686593562079942,[1703],1
0.011976350497751276,[1707],1
0.018596189802415484,[1688],1
0.011774217999898935,[1598],1
0.011723684875435849,[1650],1
0.010409823639395624,[1647],1
0.02137551164788519,[1602],1
0.01657486482389206,[1603],1
0.011521552377583505,[1604],1
0.022082975390368388,[1605],1
0.022689372883925415,[1606],1
0.020870180403254335,[1607],1
0.01465460609429481,[1608],1
0.01920258729597251,[1609],1
0.010965688008489564,[1610],1
0.013441811107180757,[1611],1
0.018596189802415484,[1649],1
0.012683814240234475,[1612],1
0.025468694729395117,[1623],1
0.01101622113295265,[1624],1
0.013138612360402244,[1625],1
0.022285107888220728,[1628],1
0.01283541361362373,[1629],1
0.011976350497751276,[1632],1
0.027085754712213857,[1633],1
0.011723684875435849,[1638],1
0.01510940421446258,[1641],1
0.017433927939764515,[1646],1
0.021324978523422102,[1616],1
0.020061650411844965,[1492],1
0.013492344231643843,[2015],1
0.013340744858254585,[2022],1
0.010359290514932538,[2756],1
0.03350346151902572,[2791],1
0.055586436909394105,[2808],1
0.027439486583455457,[2809],1
0.0346151902572136,[2810],1
0.030572540300166758,[2811],1
0.04911819697811916,[2812],1
0.01773712668654303,[2813],1
0.01839405730456314,[2814],1
0.014705139218757896,[2815],1
0.014755672343220982,[2723],1
0.015412602961241093,[2816],1
0.022082975390368388,[2818],1
0.0307746727980191,[2819],1
0.027540552832381625,[2821],1
0.02172924351912679,[2830],1
0.02319470412855627,[2831],1
0.018949921673657083,[2832],1
0.015816867956945778,[2835],1
0.012885946738086816,[2836],1
0.012936479862549902,[2838],1
0.02703522158775077,[2840],1
0.020465915407549648,[2817],1
0.0227399060083885,[2872],1
0.015968467330335034,[2701],1
0.016827530446207488,[2692],1
0.016423265450502805,[2390],1
0.011268886755268078,[2460],1
0.012330082368992875,[2525],1
0.02304310475516701,[2531],1
0.010713022386174137,[2637],1
0.01591793420587195,[2640],1
0.08524938096922532,[2642],1
0.023598969124260953,[2643],1
0.019707918540603366,[2653],1
0.020314316034160392,[2654],1
0.022234574763757644,[2700],1
0.02501389660922735,[2656],1
0.011824751124362019,[2663],1
0.010157158017080196,[2664],1
0.010359290514932538,[2665],1
0.0311284046692607,[2666],1
0.020769114154328163,[2668],1
0.018444590429026228,[2669],1
0.03031987467785133,[2670],1
0.014503006720905553,[2671],1
0.02996614280660973,[2673],1
0.012077416746677448,[2675],1
0.012431148617919045,[2658],1
0.013088079235939158,[2389],1
0.02612562534741523,[2877],1
0.034817322755065945,[2879],1
0.022082975390368388,[3173],1
0.020061650411844965,[3174],1
0.027591085956844712,[3175],1
0.014755672343220982,[3178],1
0.01884885542473091,[3179],1
0.01318914548486533,[3223],1
0.018141391682247713,[3224],1
0.01136995300419425,[3226],1
0.022790439132851583,[3228],1
0.015614735459093436,[3230],1
0.016423265450502805,[3172],1
0.01601900045479812,[3232],1
0.10571529637677497,[3256],1
0.04714740512405882,[3257],1
0.04168982768204558,[3258],1
0.11465965940674112,[3271],1
0.010409823639395624,[3287],1
0.010814088635100309,[3290],1
0.024154833493354896,[3301],1
0.03421092526150892,[3302],1
0.01318914548486533,[3348],1
0.011268886755268078,[3365],1
0.026226691596341403,[3239],1
0.0346151902572136,[2878],1
0.031077871544797613,[3169],1
0.025771893476173632,[3165],1
0.014351407347516297,[2883],1
0.015058871089999495,[2903],1
0.01409874172520087,[2907],1
0.017433927939764515,[2920],1
0.026630956592046087,[2946],1
0.022588306634999243,[2948],1
0.012431148617919045,[2949],1
0.029713477184294304,[2993],1
0.03138107029157613,[3020],1
0.012178482995603618,[3026],1
0.04189196017989792,[3168],1
0.013593410480570013,[3063],1
0.07362676234271565,[3095],1
0.017534994188690686,[3132],1
0.045732477639092425,[3133],1
0.017534994188690686,[3134],1
0.01465460609429481,[3135],1
0.010611956137247965,[3150],1
0.025620294102784377,[3151],1
0.030471474051240587,[3152],1
0.03678811460912628,[3159],1
0.016878063570670575,[3164],1
0.02703522158775077,[3064],1
0.021880842892516045,[2020],1
0.017080196068522915,[2388],1
0.013947142351811612,[2381],1
0.027085754712213857,[2077],1
0.018343524180100056,[2078],1
0.010814088635100309,[2079],1
0.02375056849765021,[2080],1
0.044115417656273685,[2082],1
0.015614735459093436,[2083],1
0.01510940421446258,[2089],1
0.018596189802415484,[2091],1
0.02248724038607307,[2092],1
0.01510940421446258,[2093],1
0.013846076102885442,[2075],1
0.014806205467684066,[2094],1
0.016423265450502805,[2104],1
0.011774217999898935,[2108],1
0.03678811460912628,[2109],1
0.011218353630804992,[2111],1
0.010005558643690939,[2112],1
0.010814088635100309,[2115],1
0.011218353630804992,[2117],1
0.027894284703623224,[2118],1
0.017888726059932285,[2119],1
0.022436707261609984,[2120],1
0.016120066703724293,[2095],1
0.01910152104704634,[2121],1
0.016524331699428976,[2073],1
0.012026883622214362,[2069],1
0.016827530446207488,[2026],1
0.010207691141543282,[2028],1
0.01419980797412704,[2029],1
0.017433927939764515,[2030],1
0.010814088635100309,[2032],1
0.01510940421446258,[2033],1
0.012582747991308303,[2034],1
0.024003234119965636,[2035],1
0.04942139572489767,[2036],1
0.030067209055535903,[2037],1
0.014048208600737784,[2071],1
0.04578301076355551,[2038],1
0.06220627621405832,[2040],1
0.029460811561978877,[2041],1
0.023598969124260953,[2042],1
0.05235231694375663,[2043],1
0.03739451210268331,[2044],1
0.055485370660467936,[2046],1
0.010611956137247965,[2052],1
0.012936479862549902,[2066],1
0.01192581737328819,[2067],1
0.013138612360402244,[2068],1
0.044418616403052204,[2039],1
0.012987012987012988,[2382],1
0.05791096063469604,[2123],1
0.04613674263479711,[2126],1
0.01657486482389206,[2178],1
0.016322199201576633,[2179],1
0.03956743645459599,[2180],1
0.024053767244428724,[2181],1
0.014250341098590125,[2188],1
0.011723684875435849,[2189],1
0.011117287381878822,[2203],1
0.011976350497751276,[2205],1
0.011572085502046591,[2209],1
0.010611956137247965,[2211],1
0.010763555510637223,[2177],1
0.010965688008489564,[2213],1
0.010409823639395624,[2242],1
0.010056091768154024,[2250],1
0.020061650411844965,[2255],1
0.010864621759563394,[2293],1
0.020971246652180503,[2305],1
0.010359290514932538,[2306],1
0.01692859669513366,[2315],1
0.010510889888321795,[2316],1
0.013138612360402244,[2346],1
0.010864621759563394,[2347],1
0.01136995300419425,[2215],1
0.038304108343018846,[2125],1
0.01793925918439537,[2176],1
0.017080196068522915,[2174],1
0.011622618626509677,[2127],1
0.013997675476274698,[2131],1
0.031785335287280815,[2132],1
0.019303653544898682,[2133],1
0.02056698165647582,[2134],1
0.012380615493455961,[2135],1
0.017433927939764515,[2136],1
0.010814088635100309,[2137],1
0.020263782909697308,[2138],1
0.019000454798120167,[2143],1
0.015463136085704179,[2175],1
0.020364849158623476,[2144],1
0.031785335287280815,[2146],1
0.02839961594825408,[2147],1
0.014856738592147152,[2148],1
0.020465915407549648,[2153],1
0.011774217999898935,[2154],1
0.010915154884026479,[2155],1
0.014503006720905553,[2157],1
0.011774217999898935,[2158],1
0.024053767244428724,[2168],1
0.03618171711556926,[2169],1
0.016827530446207488,[2145],1
0.04300368891808581,[1491],1
0.03375612714134115,[2045],1
0.01829299105563697,[1488],1
0.020819647278791247,[642],1
0.029056546566274193,[643],1
0.010814088635100309,[644],1
0.010915154884026479,[659],1
0.024003234119965636,[670],1
0.011167820506341908,[672],1
0.010713022386174137,[701],1
0.022082975390368388,[707],1
0.02147657789681136,[708],1
0.018949921673657083,[709],1
0.012077416746677448,[636],1
0.018646722926878568,[710],1
0.018444590429026228,[712],1
0.010005558643690939,[733],1
0.014856738592147152,[734],1
0.012532214866845217,[735],1
0.01136995300419425,[744],1
0.011673151750972763,[745],1
0.012330082368992875,[746],1
0.011572085502046591,[748],1
0.04295315579362272,[758],1
0.037445045227146395,[759],1
0.02066804790540199,[711],1
0.010814088635100309,[768],1
0.017332861690838343,[633],1
0.012481681742382131,[630],1
0.01601900045479812,[538],1
0.010713022386174137,[541],1
0.012178482995603618,[557],1
0.013239678609328415,[571],1
0.014452473596442469,[572],1
0.024104300368891808,[573],1
0.02521602910707969,[603],1
0.024761230986911922,[604],1
0.020314316034160392,[605],1
0.0314821365405023,[606],1
0.017130729192986003,[631],1
0.015816867956945778,[610],1
0.016979129819596747,[613],1
0.010965688008489564,[614],1
0.010763555510637223,[615],1
0.016322199201576633,[618],1
0.013239678609328415,[619],1
0.010763555510637223,[620],1
0.013846076102885442,[621],1
0.012431148617919045,[623],1
0.02536762848046895,[625],1
0.024255899742281064,[626],1
0.011622618626509677,[612],1
0.011319419879731164,[535],1
0.011420486128657335,[769],1
0.031785335287280815,[774],1
0.010662489261711051,[871],1
0.018545656677952396,[876],1
0.023649502248724037,[877],1
0.02011218353630805,[880],1
0.030471474051240587,[882],1
0.03345292839456263,[883],1
0.018141391682247713,[884],1
0.01136995300419425,[885],1
0.018646722926878568,[886],1
0.010561423012784881,[887],1
0.015614735459093436,[870],1
0.04072969831724695,[891],1
0.03562585274647531,[893],1
0.059831219364293295,[894],1
0.022537773510536156,[895],1
0.020769114154328163,[896],1
0.020769114154328163,[897],1
0.026782555965435342,[898],1
0.02683308908989843,[899],1
0.012683814240234475,[900],1
0.010409823639395624,[909],1
0.011723684875435849,[910],1
0.043711152660569005,[892],1
0.03931477083228056,[773],1
0.01884885542473091,[869],1
0.020819647278791247,[862],1
0.013643943605033099,[775],1
0.019606852291677194,[781],1
0.011471019253120421,[789],1
0.01227954924452979,[790],1
0.04679367325281722,[793],1
0.030724139673556018,[794],1
0.010005558643690939,[800],1
0.012734347364697559,[805],1
0.012380615493455961,[806],1
0.010056091768154024,[825],1
0.014149274849663955,[868],1
0.027237354085603113,[830],1
0.01804032543332154,[844],1
0.014907271716610238,[847],1
0.016827530446207488,[849],1
0.017636060437616858,[850],1
0.011319419879731164,[851],1
0.012127949871140532,[853],1
0.01920258729597251,[858],1
0.029713477184294304,[859],1
0.011723684875435849,[860],1
0.02157764414573753,[861],1
0.015261003587851837,[842],1
0.0181919248067108,[913],1
0.01465460609429481,[534],1
0.014503006720905553,[498],1
0.010359290514932538,[173],1
0.019354186669361766,[177],1
0.019455252918287938,[178],1
0.010005558643690939,[179],1
0.015362069836778009,[181],1
0.012178482995603618,[225],1
0.04446914952751529,[260],1
0.011521552377583505,[270],1
0.011572085502046591,[271],1
0.015412602961241093,[275],1
0.05811309313254839,[171],1
0.013239678609328415,[276],1
0.0311284046692607,[278],1
0.01793925918439537,[279],1
0.01793925918439537,[280],1
0.01829299105563697,[281],1
0.0132902117337915,[283],1
0.016423265450502805,[284],1
0.012582747991308303,[286],1
0.012936479862549902,[287],1
0.013542877356106929,[288],1
0.013997675476274698,[292],1
0.02637829096973066,[277],1
0.01136995300419425,[293],1
0.06437920056597099,[170],1
0.07918540603365506,[168],1
0.045479812016777,[1490],1
0.026176158471878316,[11],1
0.027338420334529285,[17],1
0.012532214866845217,[44],1
0.01465460609429481,[66],1
0.012077416746677448,[74],1
0.010864621759563394,[131],1
0.010359290514932538,[135],1
0.01627166607711355,[136],1
0.022638839759462327,[137],1
0.05144272070342109,[169],1
0.016827530446207488,[138],1
0.012127949871140532,[142],1
0.03522158775077063,[144],1
0.026428824094193743,[159],1
0.04361008641164283,[160],1
0.033200262772247205,[161],1
0.020870180403254335,[163],1
0.029107079690737277,[164],1
0.042195158926676433,[165],1
0.03648491586234777,[166],1
0.05225125069483046,[167],1
0.01647379857496589,[140],1
0.014705139218757896,[503],1
0.010056091768154024,[301],1
0.04401435140734752,[313],1
0.04088129769063621,[399],1
0.013441811107180757,[400],1
0.04270049017130729,[401],1
0.022891505381777755,[424],1
0.0668047905401991,[426],1
0.03350346151902572,[427],1
0.02172924351912679,[429],1
0.01738339481530143,[430],1
0.01991005103845571,[431],1
0.025721360351710545,[439],1
0.027186820961140026,[398],1
0.0419930264288241,[440],1
0.015513669210167265,[442],1
0.016423265450502805,[443],1
0.015362069836778009,[444],1
0.010611956137247965,[445],1
0.014452473596442469,[456],1
0.010814088635100309,[487],1
0.027338420334529285,[488],1
0.017181262317449087,[495],1
0.012734347364697559,[496],1
0.017484461064227602,[497],1
0.01955631916721411,[441],1
0.015159937338925665,[312],1
0.023649502248724037,[397],1
0.0227399060083885,[395],1
0.01991005103845571,[314],1
0.012885946738086816,[318],1
0.010005558643690939,[335],1
0.015816867956945778,[339],1
0.049825660720602356,[340],1
0.021628177270200617,[343],1
0.010965688008489564,[347],1
0.026630956592046087,[348],1
0.012532214866845217,[351],1
0.013239678609328415,[355],1
0.03400879276365658,[396],1
0.013037546111476072,[362],1
0.01738339481530143,[365],1
0.012127949871140532,[367],1
0.018697256051341656,[375],1
0.018949921673657083,[376],1
0.022790439132851583,[381],1
0.02450856536459649,[382],1
0.01809085855778463,[383],1
0.014250341098590125,[391],1
0.022689372883925415,[392],1
0.03653544898681085,[393],1
0.01920258729597251,[364],1
0.03037040780231442,[914],1
0.01318914548486533,[454],1
0.04391328515842134,[916],1
0.013441811107180757,[1307],1
0.011471019253120421,[1309],1
0.011066754257415736,[1313],1
0.024053767244428724,[1327],1
0.06311587245439386,[1328],1
0.010662489261711051,[1331],1
0.017787659811006114,[1333],1
0.010005558643690939,[1334],1
0.010611956137247965,[1335],1
0.03441305775936126,[1336],1
0.011471019253120421,[1305],1
0.060690282480165746,[1338],1
0.010510889888321795,[1353],1
0.0216787103946637,[1355],1
0.020971246652180503,[1356],1
0.0223861741371469,[1357],1
0.011066754257415736,[1358],1
0.01920258729597251,[1359],1
0.011117287381878822,[1360],1
0.012380615493455961,[1361],1
0.02056698165647582,[1366],1
0.022588306634999243,[1368],1
0.04679367325281722,[1339],1
0.023447369750871697,[1369],1
0.014048208600737784,[1304],1
0.010056091768154024,[1302],1
0.014806205467684066,[1256],1
0.03779877709838799,[1257],1
0.014452473596442469,[1258],1
0.023700035373187125,[1259],1
0.05846682500378998,[1260],1
0.06498559805952803,[1261],1
0.05508110566476325,[1262],1
0.03476678963060286,[1263],1
0.0615493455960382,[1264],1
0.012582747991308303,[1272],1
0.016979129819596747,[1303],1
0.05942695436858861,[1283],1
0.026277224720804487,[1289],1
0.016120066703724293,[1290],1
0.01374500985395927,[1291],1
0.010763555510637223,[1293],1
0.010359290514932538,[1294],1
0.10051038455707717,[1295],1
0.022942038506240842,[1296],1
0.010611956137247965,[1298],1
0.025721360351710545,[1299],1
0.019050987922583255,[1301],1
0.020819647278791247,[1285],1
0.01046035676385871,[1255],1
0.015715801708019606,[1372],1
0.011774217999898935,[1395],1
0.012481681742382131,[1443],1
0.019960584162918793,[1448],1
0.010005558643690939,[1455],1
0.023598969124260953,[1457],1
0.013239678609328415,[1458],1
0.01010662489261711,[1463],1
0.013795542978422356,[1464],1
0.01510940421446258,[1467],1
0.01809085855778463,[1469],1
0.010915154884026479,[1472],1
0.017080196068522915,[1442],1
0.011066754257415736,[1475],1
0.023447369750871697,[1478],1
0.022588306634999243,[1480],1
0.02450856536459649,[1481],1
0.0307746727980191,[1482],1
0.013492344231643843,[1483],1
0.01192581737328819,[1484],1
0.03613118399110617,[1485],1
0.027894284703623224,[1486],1
0.01985951791399262,[915],1
0.010258224266006368,[1487],1
0.025872959725099804,[1477],1
0.02319470412855627,[1373],1
0.025872959725099804,[1441],1
0.011218353630804992,[1437],1
0.01010662489261711,[1396],1
0.01318914548486533,[1399],1
0.010561423012784881,[1412],1
0.017989792308858457,[1413],1
0.011117287381878822,[1414],1
0.03400879276365658,[1415],1
0.028349082823790995,[1416],1
0.03557531962201223,[1417],1
0.02602455909848906,[1418],1
0.02885441406842185,[1419],1
0.027186820961140026,[1440],1
0.028601748446106422,[1420],1
0.01965738541614028,[1423],1
0.021880842892516045,[1424],1
0.010662489261711051,[1425],1
0.01419980797412704,[1426],1
0.011268886755268078,[1430],1
0.02375056849765021,[1431],1
0.017585527313153774,[1432],1
0.019505786042751022,[1433],1
0.01283541361362373,[1434],1
0.011167820506341908,[1436],1
0.039011572085502044,[1421],1
0.011420486128657335,[1252],1
0.014957804841073324,[1374],1
0.027894284703623224,[1249],1
0.02066804790540199,[987],1
0.030875739046945273,[988],1
0.0220324422659053,[989],1
0.05861842437717924,[991],1
0.01647379857496589,[992],1
0.012026883622214362,[993],1
0.013795542978422356,[994],1
0.04037596644600536,[995],1
0.01010662489261711,[999],1
0.01500833796553641,[1014],1
0.016322199201576633,[984],1
0.01409874172520087,[1015],1
0.04340795391379049,[1017],1
0.028349082823790995,[1018],1
0.0325433321542271,[1019],1
0.011521552377583505,[1020],1
0.014705139218757896,[1034],1
0.047197938248521906,[1041],1
0.0486128657334883,[1042],1
0.023144171004093182,[1043],1
0.019050987922583255,[1044],1
0.02749001970791854,[1045],1
0.03896103896103896,[1016],1
0.02430643286674415,[1048],1
0.01136995300419425,[981],1
0.010056091768154024,[979],1
0.015058871089999495,[917],1
0.013694476729496185,[918],1
0.019960584162918793,[1250],1
0.018141391682247713,[919],1
0.010763555510637223,[921],1
0.02157764414573753,[922],1
0.01692859669513366,[926],1
0.018495123553489312,[927],1
0.010662489261711051,[928],1
0.0220324422659053,[929],1
0.01010662489261711,[980],1
0.02147657789681136,[930],1
0.01829299105563697,[936],1
0.013239678609328415,[937],1
0.026630956592046087,[938],1
0.013846076102885442,[939],1
0.017888726059932285,[945],1
0.018242457931173885,[949],1
0.010561423012784881,[953],1
0.011117287381878822,[962],1
0.012229016120066704,[969],1
0.012229016120066704,[970],1
0.010763555510637223,[933],1
0.027641619081307797,[1050],1
0.0482591338622467,[982],1
0.016776997321744404,[1052],1
0.013492344231643843,[1160],1
0.01510940421446258,[1179],1
0.012633281115771389,[1180],1
0.016069533579261205,[1181],1
0.01910152104704634,[1182],1
0.012885946738086816,[1185],1
0.010713022386174137,[1186],1
0.036990247106978624,[1210],1
0.01465460609429481,[1211],1
0.029410278437515792,[1212],1
0.016726464197281316,[1159],1
0.012026883622214362,[1213],1
0.01136995300419425,[1218],1
0.01809085855778463,[1230],1
0.024356965991207236,[1234],1
0.044570215776441456,[1237],1
0.03754611147607256,[1238],1
0.012885946738086816,[1240],1
0.023649502248724037,[1051],1
0.010965688008489564,[1242],1
0.013643943605033099,[1243],1
0.011268886755268078,[1248],1
0.01601900045479812,[1216],1
0.015210470463388751,[1157],1
0.01318914548486533,[1187],1
0.052402850068219715,[1075],1
0.017181262317449087,[1060],1
0.012936479862549902,[1057],1
0.012077416746677448,[1128],1
0.01884885542473091,[1068],1
0.013391277982717671,[1069],1
0.019303653544898682,[1070],1
0.024912830360301178,[1071],1
0.01622113295265046,[1072],1
0.014604072969831725,[1076],1
0.02647935721865683,[1086],1
0.018444590429026228,[1089],1
0.020971246652180503,[1088],1
0.01884885542473091,[1092],1
0.02385163474657638,[1093],1
0.0703421092526151,[1094],1
0.010510889888321795,[1103],1
0.014149274849663955,[1104],1
0.020162716660771136,[1108],1
0.02749001970791854,[1114],1
0.011218353630804992,[1117],1
0.014604072969831725,[1120],1
0.023245237253019354,[1090],1
0.015311536712314923,[1059],1
0.011268886755268078,"[1585, 1295]",2
0.015766334832482694,"[1578, 1295]",2
0.014149274849663955,"[1584, 1295]",2
0.014503006720905553,"[1809, 1295]",2
0.012885946738086816,"[1583, 1295]",2
0.010662489261711051,"[1328, 1339]",2
0.019808984789529537,"[1556, 1295]",2
0.014907271716610238,"[1810, 1295]",2
0.025721360351710545,"[1555, 1295]",2
0.01500833796553641,"[1524, 1295]",2
0.026529890343119915,"[1557, 1295]",2
0.011471019253120421,"[1842, 1295]",2
0.01804032543332154,"[3271, 1295]",2
0.012026883622214362,"[1328, 1524]",2
0.011420486128657335,"[2011, 1295]",2
0.01556420233463035,"[2082, 1295]",2
0.019960584162918793,"[2642, 1295]",2
0.010915154884026479,"[2993, 1295]",2
0.013643943605033099,"[3095, 1295]",2
0.01101622113295265,"[3168, 1295]",2
0.014452473596442469,"[3256, 1295]",2
0.010359290514932538,"[1328, 1327]",2
0.011774217999898935,"[1328, 1295]",2
0.01500833796553641,"[1328, 1338]",2
0.010409823639395624,"[2008, 1295]",2
0.011471019253120421,"[3168, 1289]",2
0.02172924351912679,"[3256, 1263]",2
0.012330082368992875,"[3258, 1283]",2
0.017130729192986003,"[1264, 1263]",2
0.010662489261711051,"[1328, 1555]",2
0.013846076102885442,"[1283, 1263]",2
0.013694476729496185,"[1262, 3271]",2
0.012127949871140532,"[2036, 1263]",2
0.010157158017080196,"[2040, 1263]",2
0.011622618626509677,"[3257, 1263]",2
0.023649502248724037,"[1264, 1283]",2
0.010915154884026479,"[1264, 1521]",2
0.018444590429026228,"[1264, 2036]",2
0.01374500985395927,"[1264, 2038]",2
0.012127949871140532,"[1264, 2039]",2
0.01622113295265046,"[1264, 2040]",2
0.04168982768204558,"[1264, 3256]",2
0.02092071352771742,"[1264, 3257]",2
0.017585527313153774,"[1264, 3258]",2
0.013037546111476072,"[1264, 3271]",2
0.010157158017080196,"[1810, 1283]",2
0.016827530446207488,"[1283, 2036]",2
0.012885946738086816,"[1283, 2038]",2
0.012987012987012988,"[1283, 2039]",2
0.015867401081408862,"[2040, 1283]",2
0.010662489261711051,"[2808, 1283]",2
0.034362524634898174,"[3256, 1283]",2
0.021274445398959018,"[3257, 1283]",2
0.013947142351811612,"[1283, 3271]",2
0.011976350497751276,"[1328, 1578]",2
0.011723684875435849,"[1520, 2043]",2
0.012026883622214362,"[1328, 1810]",2
0.019606852291677194,"[1440, 1441]",2
0.012582747991308303,"[1440, 1442]",2
0.01419980797412704,"[1441, 1442]",2
0.01500833796553641,"[1485, 1486]",2
0.010056091768154024,"[1488, 1485]",2
0.027186820961140026,"[1490, 1491]",2
0.013441811107180757,"[1490, 1517]",2
0.01283541361362373,"[3256, 1490]",2
0.012936479862549902,"[1491, 1517]",2
0.012784880489160644,"[3256, 1491]",2
0.010814088635100309,"[1491, 3271]",2
0.011268886755268078,"[1432, 1433]",2
0.010561423012784881,"[1716, 1493]",2
0.01192581737328819,"[1716, 1494]",2
0.010864621759563394,"[1717, 1494]",2
0.01010662489261711,"[1517, 1751]",2
0.010056091768154024,"[3256, 1517]",2
0.01136995300419425,"[1520, 2046]",2
0.013896609227348526,"[3256, 1521]",2
0.010864621759563394,"[1524, 1525]",2
0.011167820506341908,"[1555, 1524]",2
0.01991005103845571,"[1578, 1524]",2
0.018343524180100056,"[3256, 1262]",2
0.010662489261711051,"[1524, 1557]",2
0.010359290514932538,"[1493, 1717]",2
0.010965688008489564,"[1433, 1431]",2
0.010763555510637223,"[1421, 3271]",2
